number,coordinate,opalTime,totalMergeTime,cgPool,mergeTime,UCHTime,opalNodes,opalEdges,mergeNodes,mergeEdges,dependencies
153,io.github.conflux-chain:conflux.web3j:1.0.4,0,58256,54401,3855,945,0,0,75720,1226265,org.web3j:tuples:4.8.4;io.github.conflux-chain:conflux.web3j:1.0.4;org.web3j:rlp:4.8.4;com.github.jnr:jffi:1.2.16;io.reactivex.rxjava2:rxjava:2.2.2;org.java-websocket:Java-WebSocket:1.3.8;org.ow2.asm:asm:5.0.3;com.github.jnr:jnr-ffi:2.1.9;com.github.jnr:jnr-a64asm:1.0.0;org.ow2.asm:asm-commons:5.0.3;org.jetbrains.kotlin:kotlin-stdlib-common:1.4.0;org.web3j:abi:4.8.4;com.github.jnr:jffi:1.2.17;org.jetbrains:annotations:13.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.ow2.asm:asm-tree:5.0.3;org.bouncycastle:bcprov-jdk15on:1.65;org.ow2.asm:asm-util:5.0.3;org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.4.10;com.squareup.okio:okio:2.8.0;org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.4.10;com.fasterxml.jackson.core:jackson-annotations:2.10.0;com.github.jnr:jnr-constants:0.9.11;org.slf4j:slf4j-api:1.7.30;com.github.jnr:jnr-x86asm:1.0.2;com.google.errorprone:error_prone_annotations:2.3.2;org.reactivestreams:reactive-streams:1.0.2;org.web3j:utils:4.8.4;com.fasterxml.jackson.core:jackson-databind:2.10.0;com.google.guava:guava:28.0-jre;org.web3j:crypto:4.8.4;com.squareup.okhttp3:logging-interceptor:4.9.0;org.apache.commons:commons-math3:3.6.1;org.checkerframework:checker-qual:2.8.1;com.github.jnr:jnr-posix:3.0.47;com.squareup.okhttp3:okhttp:4.9.0;com.fasterxml.jackson.core:jackson-core:2.10.0;com.github.jnr:jnr-enxio:0.19;com.google.j2objc:j2objc-annotations:1.3;com.github.jnr:jnr-unixsocket:0.21;com.google.code.findbugs:jsr305:3.0.2;org.jetbrains.kotlin:kotlin-stdlib:1.4.10;org.ow2.asm:asm-analysis:5.0.3;org.web3j:core:4.8.4;com.google.guava:failureaccess:1.0.1;org.codehaus.mojo:animal-sniffer-annotations:1.17
154,org.bitbucket.askllc.fermenter.stout:stout-cookbook-referencing-domain:2.1.2,0,172383,153911,18472,1973,0,0,176675,5591585,com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.5;com.github.fge:jackson-coreutils:1.0;javax.inject:javax.inject:1;io.jsonwebtoken:jjwt-api:0.10.5;antlr:antlr:2.7.7;org.apache.logging.log4j:log4j-api:2.7;commons-logging:commons-logging:1.2;dom4j:dom4j:1.6.1;javax.annotation:jsr250-api:1.0;org.aspectj:aspectjrt:1.8.9;org.springframework:spring-core:4.2.8.RELEASE;org.bitbucket.askllc.fermenter.stout:stout-spring-util:2.1.2;commons-lang:commons-lang:2.6;commons-beanutils:commons-beanutils:1.9.3;org.ow2.authzforce:authzforce-ce-pdp-ext-model:7.2.0;org.apache.commons:commons-collections4:4.4;org.apache.httpcomponents:httpcore:4.4.7;org.bitbucket.askllc.krausening:krausening:7;commons-io:commons-io:2.5;org.hibernate:hibernate-core:5.2.5.Final;org.springframework:spring-context:4.3.12.RELEASE;org.springframework.security:spring-security-core:4.2.4.RELEASE;org.reactivestreams:reactive-streams:1.0.2;org.jvnet:animal-sniffer-annotation:1.0;org.bitbucket.askllc.fermenter.stout:stout-cookbook-domain-client:2.1.2;org.aeonbits.owner:owner:1.0.9;commons-collections:commons-collections:3.2.2;org.bitbucket.askllc.fermenter.stout:stout-authzforce-attribute-extension:2.1.2;com.fasterxml.jackson.core:jackson-annotations:2.9.0;org.hibernate:hibernate-validator:5.3.4.Final;com.fasterxml.jackson.module:jackson-module-jsonSchema:2.9.5;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.9.5;com.fasterxml.jackson.core:jackson-databind:2.9.5;org.jboss.logging:jboss-logging:3.3.0.Final;org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.1_spec:1.0.0.Beta1;org.jvnet.jaxb2_commons:jaxb2-basics-runtime:0.11.1;org.springframework:spring-aop:4.3.12.RELEASE;javax.enterprise:cdi-api:1.1;org.ow2.authzforce:authzforce-ce-core-pdp-api:15.0.0;net.jcip:jcip-annotations:1.0;org.jboss.spec.javax.resource:jboss-connector-api_1.7_spec:1.0.0.Final;org.springframework.data:spring-data-commons:1.12.3.RELEASE;org.hibernate.common:hibernate-commons-annotations:5.0.1.Final;org.springframework.security:spring-security-web:4.2.4.RELEASE;org.javassist:javassist:3.20.0-GA;com.google.errorprone:error_prone_annotations:2.3.3;org.checkerframework:checker-qual:2.6.0;com.fasterxml.jackson.datatype:jackson-datatype-hibernate5:2.9.5;net.sf.jsignature.io-tools:easystream:1.2.15;org.apache.commons:commons-pool2:2.4.2;org.springframework:spring-beans:4.2.8.RELEASE;javax.el:el-api:2.2;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.9.5;com.github.fge:json-patch:1.3;org.jasypt:jasypt:1.9.2;org.jboss:jandex:2.0.3.Final;org.apache.logging.log4j:log4j-core:2.7;org.apache.logging.log4j:log4j-slf4j-impl:2.7;org.apache.geronimo.specs:geronimo-jta_1.1_spec:1.1.1;net.sf.saxon:Saxon-HE:9.7.0-14;org.bitbucket.askllc.fermenter.stout:stout-core:2.1.2;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:1.0.1.Final;org.springframework:spring-tx:4.3.12.RELEASE;org.bitbucket.askllc.fermenter.stout:stout-spring:2.1.2;aopalliance:aopalliance:1.0;org.jboss.resteasy:resteasy-spring:3.6.1.Final;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:1.0.0.Final;org.apache.commons:commons-lang3:3.4;org.bitbucket.askllc.fermenter.stout:stout-spring-client:2.1.2;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.springframework.data:spring-data-jpa:1.10.3.RELEASE;commons-codec:commons-codec:1.10;org.springframework:spring-expression:4.3.12.RELEASE;javax.transaction:jta:1.1;org.ow2.authzforce:authzforce-ce-core-pdp-engine:13.0.0;org.slf4j:jcl-over-slf4j:1.7.21;xml-resolver:xml-resolver:1.2;org.aspectj:aspectjtools:1.8.9;org.bitbucket.askllc.fermenter.stout:stout-cookbook-referencing-domain:2.1.2;org.apache.commons:commons-dbcp2:2.1.1;org.slf4j:slf4j-api:1.7.21;org.springframework:spring-web:4.3.12.RELEASE;org.ow2.authzforce:authzforce-ce-xacml-model:7.2.0;com.fasterxml.jackson.core:jackson-core:2.9.5;com.fasterxml:classmate:1.3.1;com.google.guava:guava:18.0;io.jsonwebtoken:jjwt-jackson:0.10.5;com.github.ben-manes.caffeine:caffeine:2.7.0;org.jboss.resteasy:resteasy-jackson2-provider:3.6.1.Final;com.sun.mail:mailapi:1.5.6;org.jboss:jboss-transaction-spi:7.6.0.Final;io.github.openfeign:feign-core:9.4.0;org.springframework.security:spring-security-config:4.2.4.RELEASE;org.jboss.narayana.jta:narayana-jta:5.9.5.Final;io.github.openfeign:feign-jackson:9.4.0;org.apache.httpcomponents:httpclient:4.5.4;org.jboss.spec.javax.annotation:jboss-annotations-api_1.2_spec:1.0.0.Final;javax.activation:activation:1.1.1;org.springframework:spring-jdbc:4.3.12.RELEASE;javax.json.bind:javax.json.bind-api:1.0;org.ow2.authzforce:authzforce-ce-xmlns-model:7.2.0;org.springframework:spring-orm:4.3.12.RELEASE;org.bitbucket.askllc.fermenter.stout:stout-authzforce:2.1.2;javax.validation:validation-api:1.1.0.Final;io.jsonwebtoken:jjwt-impl:0.10.5;org.jboss.resteasy:resteasy-jaxrs:3.6.1.Final
155,com.soulgalore:xml-velocity:1.5,6660,21979,21216,763,182,21629,221669,21430,203470,org.apache.velocity:velocity:1.7;com.soulgalore:xml-velocity:1.5;commons-codec:commons-codec:1.6;org.apache.commons:commons-math3:3.0;joda-time:joda-time:2.1;org.jdom:jdom:2.0.2;velocity-tools:velocity-tools-view:1.4;org.apache.httpcomponents:httpclient:4.2.2;commons-logging:commons-logging:1.1.1;commons-collections:commons-collections:3.2.1;org.apache.httpcomponents:httpcore:4.2.2;commons-lang:commons-lang:2.4
156,org.mockito:mockito-scala-cats_2.12:1.16.11,0,55110,40413,14697,12376,0,0,91566,1827971,org.mockito:mockito-scala-cats_2.12:1.16.11;org.mockito:mockito-scala_2.12:1.16.11;org.mockito:mockito-core:3.6.0;net.bytebuddy:byte-buddy:1.10.15;org.scala-lang:scala-reflect:2.12.12;org.scala-lang:scala-library:2.12.12;org.objenesis:objenesis:3.1;ru.vyarus:generics-resolver:3.0.3;org.scalactic:scalactic_2.12:3.2.3;net.bytebuddy:byte-buddy-agent:1.10.15
157,kg.net.bazi.gsb4j:gsb4j-core:1.0.6,7761,23785,22943,842,321,27604,272332,27594,239078,org.apache.commons:commons-lang3:3.9;org.apache.httpcomponents:httpcore:4.4.11;javax.inject:javax.inject:1;aopalliance:aopalliance:1.0;com.zaxxer:HikariCP:3.3.1;kg.net.bazi.gsb4j:gsb4j-core:1.0.6;com.google.errorprone:error_prone_annotations:2.1.3;com.google.code.gson:gson:2.8.5;org.apache.httpcomponents:httpclient:4.5.9;commons-logging:commons-logging:1.2;org.codehaus.mojo:animal-sniffer-annotations:1.14;commons-codec:commons-codec:1.11;com.google.j2objc:j2objc-annotations:1.1;com.google.inject:guice:4.2.2;org.slf4j:slf4j-api:1.7.25;com.google.guava:guava:25.1-android;com.google.code.findbugs:jsr305:3.0.2;org.xerial:sqlite-jdbc:3.28.0;org.checkerframework:checker-compat-qual:2.0.0
158,io.github.vigoo:zio-aws-mwaa_2.12:3.15.45.2,0,125586,72420,53166,12964,0,0,168940,9685059,dev.zio:zio-config_2.12:1.0.0-RC31-1;dev.zio:zio-streams_2.12:1.0.3;software.amazon.awssdk:annotations:2.15.45;io.github.vigoo:zio-aws-mwaa_2.12:3.15.45.2;io.netty:netty-resolver:4.1.53.Final;io.netty:netty-common:4.1.53.Final;org.scala-lang.modules:scala-collection-compat_2.12:2.3.1;commons-logging:commons-logging:1.2;dev.zio:zio-interop-reactivestreams_2.12:1.3.0.7-2;software.amazon.awssdk:aws-core:2.15.45;dev.zio:zio-stacktracer_2.12:1.0.3;dev.zio:izumi-reflect-thirdparty-boopickle-shaded_2.12:1.0.0-M9;software.amazon.awssdk:regions:2.15.45;software.amazon.awssdk:utils:2.15.45;io.netty:netty-transport:4.1.53.Final;dev.zio:zio_2.12:1.0.3;org.apache.httpcomponents:httpclient:4.5.13;io.netty:netty-codec-http2:4.1.53.Final;io.netty:netty-transport-native-unix-common:4.1.53.Final;software.amazon.awssdk:sdk-core:2.15.45;software.amazon.awssdk:metrics-spi:2.15.45;software.amazon.awssdk:aws-json-protocol:2.15.45;io.netty:netty-buffer:4.1.53.Final;io.netty:netty-transport-native-epoll:4.1.53.Final;software.amazon.awssdk:profiles:2.15.45;com.fasterxml.jackson.core:jackson-annotations:2.10.4;org.apache.httpcomponents:httpcore:4.4.11;org.scala-lang:scala-library:2.12.12;com.fasterxml.jackson.core:jackson-databind:2.10.4;software.amazon.awssdk:auth:2.15.45;software.amazon.awssdk:apache-client:2.15.45;io.netty:netty-codec-http:4.1.53.Final;io.netty:netty-codec:4.1.53.Final;org.reactivestreams:reactive-streams:1.0.3;com.typesafe.netty:netty-reactive-streams:2.0.4;software.amazon.awssdk:mwaa:2.15.45;com.fasterxml.jackson.core:jackson-core:2.10.4;com.typesafe.netty:netty-reactive-streams-http:2.0.4;commons-codec:commons-codec:1.11;software.amazon.awssdk:netty-nio-client:2.15.45;io.netty:netty-handler:4.1.53.Final;software.amazon.eventstream:eventstream:1.0.1;software.amazon.awssdk:http-client-spi:2.15.45;io.github.vigoo:zio-aws-core_2.12:3.15.45.2;dev.zio:izumi-reflect_2.12:1.0.0-M9;org.slf4j:slf4j-api:1.7.28;software.amazon.awssdk:protocol-core:2.15.45
159,io.quee.ktx.radix:ktx-radix-development-operation:v1.2.2-RELEASE,0,13659,13167,492,210,0,0,10593,53019,org.jetbrains.kotlin:kotlin-reflect:1.4.30;org.jetbrains.kotlin:kotlin-stdlib:1.4.30;org.jetbrains.kotlin:kotlin-stdlib-common:1.4.30;io.quee.ktx.radix:ktx-radix-development-operation:v1.2.2-RELEASE;org.jetbrains:annotations:13.0
160,io.fixprotocol.orchestra:message-model:1.6.8,0,44911,42986,1925,492,0,0,38900,353838,io.fixprotocol.orchestra:repository:1.6.8;io.fixprotocol.orchestra:dsl-antlr:1.6.8;org.antlr:antlr4:4.8-1;com.ibm.icu:icu4j:61.1;io.fixprotocol.orchestra:message-model:1.6.8;org.jvnet.jaxb2_commons:jaxb2-basics-runtime:1.11.1;org.antlr:antlr-runtime:3.5.2;org.glassfish:javax.json:1.0.4;org.antlr:antlr4-runtime:4.8-1;net.sf.saxon:Saxon-HE:10.1;org.abego.treelayout:org.abego.treelayout.core:1.0.3;org.antlr:ST4:4.3
161,com.axway.ats.framework.agent.webapp:ats-agent-webapp-server:4.0.7,0,182895,161000,21895,3378,0,0,293508,4959832,org.dom4j:dom4j:2.1.3;com.jcraft:jsch:0.1.54;com.axway.ats.framework:ats-environmentcleanup:4.0.7;org.glassfish.hk2:hk2-locator:2.5.0-b32;com.beust:jcommander:1.48;javax.activation:activation:1.1;com.zaxxer:SparseBitSet:1.2;org.eclipse.persistence:org.eclipse.persistence.asm:2.6.0;org.eclipse.persistence:org.eclipse.persistence.core:2.6.0;com.github.oshi:oshi-core:5.3.0;commons-logging:commons-logging:1.2;org.ow2.asm:asm-commons:5.0.3;com.google.guava:guava:19.0;org.glassfish.jersey.containers:jersey-container-servlet:2.25.1;com.datastax.cassandra:cassandra-driver-core:3.2.0;org.apache.commons:commons-collections4:4.4;org.apache.httpcomponents:httpcore:4.4.4;org.slf4j:slf4j-api:1.7.30;net.sourceforge.jtds:jtds:1.3.1;commons-io:commons-io:2.4;xalan:xalan:2.7.2;javax.mail:mail:1.4.4;xalan:serializer:2.7.2;org.apache.httpcomponents:httpmime:4.5.2;com.github.jnr:jnr-posix:3.0.27;org.glassfish.jersey.bundles.repackaged:jersey-guava:2.25.1;com.github.jnr:jffi:1.2.10;org.bouncycastle:bcprov-jdk15on:1.57;javax.ws.rs:javax.ws.rs-api:2.0.1;org.glassfish.hk2:hk2-utils:2.5.0-b32;org.jvnet.winp:winp:1.23;org.glassfish.jersey.ext:jersey-entity-filtering:2.25.1;org.ow2.asm:asm:5.0.3;org.glassfish.jersey.core:jersey-common:2.25.1;net.java.dev.jna:jna-platform:5.6.0;com.github.jnr:jnr-ffi:2.0.7;org.apache.xmlbeans:xmlbeans:3.1.0;org.javassist:javassist:3.20.0-GA;com.axway.ats.framework:ats-log:4.0.7;io.dropwizard.metrics:metrics-core:3.1.2;com.github.jnr:jnr-x86asm:1.0.2;org.glassfish.metro:webservices-api:2.4.3;io.netty:netty-codec:4.0.44.Final;com.axway.ats.framework.agent:ats-agent-core:4.0.7;jakarta.annotation:jakarta.annotation-api:1.3.4;org.apache.commons:commons-math3:3.6.1;org.glassfish.hk2.external:aopalliance-repackaged:2.5.0-b32;org.apache.commons:commons-pool2:2.4.2;org.glassfish.jersey.containers:jersey-container-servlet-core:2.25.1;org.ow2.asm:asm-analysis:5.0.3;com.axway.ats.expectj:ats-expectj:2.0.8;org.glassfish.jersey.core:jersey-server:2.25.1;io.netty:netty-handler:4.0.44.Final;io.netty:netty-buffer:4.0.44.Final;org.apache.poi:poi:4.1.2;org.apache.commons:commons-compress:1.19;org.apache.poi:poi-ooxml-schemas:4.1.2;org.glassfish:javax.json:1.0.4;io.netty:netty-transport:4.0.44.Final;xml-apis:xml-apis:1.4.01;org.ow2.asm:asm-tree:5.0.3;commons-net:commons-net:3.7.1;org.apache.commons:commons-lang3:3.1;org.apache.poi:poi-ooxml:4.1.2;org.glassfish.hk2.external:javax.inject:2.5.0-b32;com.github.jnr:jnr-constants:0.9.0;org.fusesource:sigar:1.6.4;org.glassfish.hk2:osgi-resource-locator:1.0.1;com.microsoft.sqlserver:mssql-jdbc:7.0.0.jre8;com.github.virtuald:curvesapi:1.06;com.axway.ats.framework:ats-configuration:4.0.7;org.postgresql:postgresql:42.2.9;org.apache.commons:commons-dbcp2:2.1.1;xerces:xercesImpl:2.12.0;com.google.protobuf:protobuf-java:3.11.4;org.testng:testng:6.10;net.java.dev.jna:jna:5.6.0;org.glassfish.jersey.media:jersey-media-moxy:2.25.1;org.bouncycastle:bcpkix-jdk15on:1.57;commons-codec:commons-codec:1.9;com.axway.ats.framework:ats-common:4.0.7;io.netty:netty-common:4.0.44.Final;com.axway.ats.framework.agent.webapp:ats-agent-webapp-server:4.0.7;mysql:mysql-connector-java:8.0.21;log4j:log4j:1.2.17;org.apache.httpcomponents:httpclient:4.5.2;org.glassfish.jersey.media:jersey-media-jaxb:2.25.1;org.glassfish.jersey.core:jersey-client:2.25.1;javax.annotation:javax.annotation-api:1.2;org.ow2.asm:asm-util:5.0.3;com.axway.ats.framework:ats-core:4.0.7;org.apache.ant:ant:1.10.8;com.axway.ats.framework:ats-testharness:4.0.7;org.glassfish.hk2:hk2-api:2.5.0-b32;org.apache.ant:ant-launcher:1.10.8;javax.validation:validation-api:1.1.0.Final;org.eclipse.persistence:org.eclipse.persistence.moxy:2.6.0
162,org.into-cps.maestro.plugins:fixedstepbuilder:2.1.4,0,118130,72977,45153,10499,0,0,119839,3391523,org.scala-lang:scala-reflect:2.11.12;net.bytebuddy:byte-buddy-agent:1.6.14;org.into-cps.orchestration:coe:1.0.10;org.apache.logging.log4j:log4j-core:2.13.2;org.scala-lang:scala-library:2.11.12;org.apache.commons:commons-text:1.9;org.powermock:powermock-reflect:1.7.4;org.javassist:javassist:3.21.0-GA;org.hamcrest:hamcrest-core:1.3;org.apache.commons:commons-compress:1.19;org.into-cps.vdmcheck.fmi2:fmi2vdm:1.0.0;junit:junit:4.12;commons-logging:commons-logging:1.1.1;org.into-cps.maestro.frameworks:fmi2api:2.1.4;org.into-cps.vdmcheck.fmi2:static-model:1.0.0;org.apache.logging.log4j:log4j-api:2.13.2;org.apache.logging.log4j:log4j-1.2-api:2.13.2;org.slf4j:slf4j-log4j12:1.7.5;commons-beanutils:commons-beanutils:1.9.2;commons-lang:commons-lang:2.6;org.apache.commons:commons-collections4:4.4;org.mockito:mockito-core:2.8.9;org.into-cps.maestro:typechecker:2.1.4;org.into-cps.maestro.frameworks:fmi2:2.1.4;commons-io:commons-io:2.6;org.tinyjee.jgraphx:jgraphx:3.4.1.3;jgraph:jgraph:5.13.0.0;org.into-cps:modeldefinition:1.0.10;com.fasterxml.jackson.core:jackson-core:2.10.2;org.into-cps.fmi:fmi2:1.0.10;org.slf4j:slf4j-api:1.7.25;commons-collections:commons-collections:3.2.1;org.into-cps.orchestration:modeldefinitionchecker:1.0.10;org.apache.logging.log4j:log4j-slf4j-impl:2.13.2;com.fujitsu:vdmj:4.3.0;io.argonaut:argonaut_2.11:6.2.5;org.powermock:powermock-module-junit4-common:1.7.4;org.apache.commons:commons-lang3:3.3.2;org.into-cps:nanohttpd:1.0.10;net.bytebuddy:byte-buddy:1.6.14;org.powermock:powermock-module-junit4:1.7.4;org.into-cps.maestro.plugins:fixedstepbuilder:2.1.4;log4j:log4j:1.2.17;org.into-cps.fmi:jnifmuapi:1.0.10;com.spencerwi:Either.java:2.1.1;org.into-cps.maestro.frameworks:core:2.1.4;log4j:apache-log4j-extras:1.2.17;org.jgrapht:jgrapht-ext:0.9.1;com.fasterxml.jackson.core:jackson-annotations:2.10.2;com.fasterxml.jackson.core:jackson-databind:2.10.2;org.apache.commons:commons-csv:1.4;org.objenesis:objenesis:2.4;commons-cli:commons-cli:1.3;org.apache.commons:commons-math3:3.6.1;org.into-cps.maestro.plugins:api:2.1.4;org.overturetool.core.codegen:codegen-runtime:2.4.4;org.into-cps.maestro:ast:2.1.4;org.antlr:antlr4-runtime:4.8-1;org.jgrapht:jgrapht-core:0.9.1;org.into-cps.maestro:core:2.1.4;org.powermock:powermock-core:1.7.4
163,org.eclipse.jetty.websocket:websocket-server:9.3.29.v20201019,3566,12902,12646,256,96,7509,30208,7317,26950,org.eclipse.jetty:jetty-util:9.3.29.v20201019;javax.servlet:javax.servlet-api:3.1.0;org.eclipse.jetty.websocket:websocket-client:9.3.29.v20201019;org.eclipse.jetty.websocket:websocket-api:9.3.29.v20201019;org.eclipse.jetty.websocket:websocket-servlet:9.3.29.v20201019;org.eclipse.jetty:jetty-http:9.3.29.v20201019;org.eclipse.jetty.websocket:websocket-server:9.3.29.v20201019;org.eclipse.jetty:jetty-security:9.3.29.v20201019;org.eclipse.jetty:jetty-io:9.3.29.v20201019;org.eclipse.jetty:jetty-servlet:9.3.29.v20201019;org.eclipse.jetty.websocket:websocket-common:9.3.29.v20201019;org.eclipse.jetty:jetty-server:9.3.29.v20201019
164,org.apache.cayenne:cayenne-jgroups:4.2.M2,3242,13619,13228,391,162,12304,66657,12172,55373,org.apache.cayenne:cayenne-jgroups:4.2.M2;org.apache.cayenne:cayenne-server:4.2.M2;org.apache.cayenne:cayenne-di:4.2.M2;org.slf4j:slf4j-api:1.7.25
165,io.dekorate:kubernetes-thorntail-starter:0.14.1,0,8174,8001,173,89,0,0,4936,10168,io.dekorate:dekorate-core:0.14.1;io.dekorate:dekorate-thorntail:0.14.1;io.dekorate:option-annotations:0.14.1;io.dekorate:dekorate-dependencies:0.14.1;io.dekorate:kubernetes-annotations:0.14.1;io.dekorate:servicecatalog-annotations:0.14.1;io.dekorate:kubernetes-thorntail-starter:0.14.1;org.slf4j:slf4j-api:1.7.13;io.dekorate:docker-annotations:0.14.1
166,io.mantisrx:mantis-examples-jobconnector-sample:1.3.9,249877,716743,154782,561961,168541,337861,16731153,333302,15642359,io.netty:netty-transport:4.1.17.Final;io.mantisrx:mantis-remote-observable:1.3.9;io.netty:netty:3.7.0.Final;javax.inject:javax.inject:1;io.reactivex:rxjava-reactive-streams:1.2.1;io.mantisrx:mantis-control-plane-core:1.2.10;org.apache.curator:curator-client:2.11.0;org.jctools:jctools-core:1.2.1;com.typesafe.akka:akka-slf4j_2.12:2.5.21;com.fasterxml.jackson.core:jackson-core:2.10.0.pr2;io.netty:netty-resolver:4.1.17.Final;com.netflix.fenzo:fenzo-triggers:0.13.8;org.apache.zookeeper:zookeeper:3.4.6;com.typesafe.akka:akka-http-core_2.12:10.1.7;com.github.ben-manes.caffeine:caffeine:2.6.2;org.xerial.snappy:snappy-java:1.1.8;com.google.guava:guava:19.0;org.skife.config:config-magic:0.11;joda-time:joda-time:2.10.3;com.netflix.archaius:archaius2-api:2.3.15;com.netflix.spectator:spectator-ext-ipc:0.96.0;io.reactivex:rxjava:1.3.8;io.netty:netty-handler:4.1.17.Final;org.json:json:20180813;com.netflix.archaius:archaius2-core:2.3.15;com.typesafe.akka:akka-http_2.12:10.1.7;c3p0:c3p0:0.9.1.1;com.typesafe.akka:akka-http-jackson_2.12:10.1.7;com.github.spullara.cli-parser:cli-parser:1.1.1;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.10.0.pr2;io.vavr:vavr:0.9.3;io.mantisrx:mql-jvm:3.2.9;com.google.protobuf:protobuf-java:2.6.1;org.slf4j:slf4j-api:1.7.30;org.reactivestreams:reactive-streams:1.0.2;io.mantisrx:mantis-client:1.2.9;io.mantisrx:mantis-discovery-proto:1.2.8;io.netty:netty-codec-http:4.1.17.Final;io.mantisrx:mantis-publish-core:1.2.15;org.apache.curator:curator-framework:2.11.0;io.netty:netty-buffer:4.1.17.Final;com.typesafe:ssl-config-core_2.12:0.3.7;io.mantisrx:mantis-shaded:1.3.9;io.mantisrx:mantis-control-plane-client:1.2.10;io.vavr:vavr-match:0.9.3;io.mantisrx:mantis-server-worker-client:1.2.9;org.scala-lang:scala-library:2.12.8;com.typesafe.akka:akka-protobuf_2.12:2.5.21;org.slf4j:slf4j-log4j12:1.7.30;com.netflix.fenzo:fenzo-core:0.13.8;org.scala-lang.modules:scala-parser-combinators_2.12:1.1.1;com.google.code.gson:gson:2.8.5;org.apache.commons:commons-lang3:3.3.2;com.typesafe.akka:akka-http-caching_2.12:10.1.7;com.netflix.rxjava:rxjava-math:0.20.6;io.mantisrx:mantis-examples-jobconnector-sample:1.3.9;log4j:log4j:1.2.17;org.hdrhistogram:HdrHistogram:2.1.11;io.mantisrx:mantis-network:1.3.9;org.apache.curator:curator-recipes:2.11.0;io.mantisrx:mantis-connector-job:1.2.5;com.netflix:mantis-rxnetty:0.4.19.1;io.mantisrx:mantis-common:1.3.9;jline:jline:0.9.94;org.quartz-scheduler:quartz:2.2.1;io.netty:netty-common:4.1.17.Final;org.apache.mesos:mesos:1.0.1;io.mantisrx:mantis-runtime:1.3.9;com.typesafe:config:1.3.3;io.netty:netty-codec:4.1.17.Final;com.netflix.numerus:numerus:1.1;com.netflix.spectator:spectator-api:0.92.2;com.typesafe.akka:akka-stream_2.12:2.5.21;org.scala-lang.modules:scala-java8-compat_2.12:0.8.0;com.fasterxml.jackson.core:jackson-databind:2.10.0.pr2;io.netty:netty-transport-native-epoll:4.1.5.Final;io.netty:netty-transport-native-epoll:4.1.17.Final;io.netty:netty-transport-native-unix-common:4.1.17.Final;com.fasterxml.jackson.core:jackson-annotations:2.4.4;com.typesafe.akka:akka-parsing_2.12:10.1.7;com.typesafe.akka:akka-actor_2.12:2.5.21
167,com.bertramlabs.plugins:karman-grails:1.5.3,2041,5384,5172,212,81,6383,22919,6354,20800,org.apache.ant:ant:1.7.0;commons-logging:commons-logging:1.1.1;com.bertramlabs.plugins:karman-grails:1.5.3;org.apache.ant:ant-launcher:1.7.0;com.bertramlabs.plugins:karman-core:0.9.21
