number,folder,opalOutput,opalCG,mergeOutput,CGPool,mergeCG
685,io.github.forezp:matrix-http-starter:1.4,1,0,1,1,0
686,org.jfxcore:javafx-media:15-ea+1,1,0,1,1,0
687,io.github.vigoo:zio-aws-servicediscovery_2.13:3.15.45.1,1,0,1,1,0
688,com.github.excitement-engineer:ktor-graphql:2.1.0,1,0,1,1,0
689,com.influxdb:flux-dsl:2.0.0,1,0,1,1,0
690,ognl:ognl:3.2.18,1,0,1,1,0
691,com.github.hemanthsridhar:maven-multiply:1.0.4,1,0,1,1,0
692,com.github.vanspo:tus-interceptor:1.0.0,1,0,1,1,1
693,org.tpolecat:doobie-hikari_2.13:0.9.4,1,0,1,1,0
694,tv.cntt:xitrum_2.10:3.25.0,1,0,1,1,0
695,org.wso2.carbon.secvault:org.wso2.carbon.secvault:5.0.16,1,1,1,1,1
696,io.pravega:schemaregistry-serializers-shared:0.1.0,1,0,1,1,1
697,com.ge.research.semtk:edcQueryGenerationService:2.2.2,0,0,0,0,0
698,org.scalatest:scalatest-matchers-core_native0.4_2.11:3.2.4,1,0,1,1,1
699,com.dimafeng:testcontainers-scala-dynalite_2.13:0.38.9,1,1,1,1,1
700,org.scalatest:scalatest-core_sjs0.6_2.11:3.2.5,1,0,1,1,1
701,ru.tinkoff:typed-schema-swagger-typesafe_2.12:0.14.2,1,0,1,1,1
702,de.sciss:scalaosc_3.0.0-RC1:1.3.0,1,0,1,1,0
703,net.joelinn:quartz-redis-jobstore:1.1.5,1,1,1,1,1
704,org.zalando:opentracing-spring-web-extension:4.0.0,1,0,1,1,1
705,org.factcast:factcast-core:0.0.30,1,1,1,1,1
706,org.jboss.slf4j:slf4j-jboss-logging:1.2.1.Final,1,1,1,1,1
707,com.manydesigns:portofino-jersey:5.2.0,1,0,1,1,1
708,com.aliyun:cloudauth20200618:1.0.2,1,0,1,1,1
709,com.acervera.osm4scala:osm4scala-spark2_2.11:1.0.7,1,1,1,1,1
710,org.bitbucket.bradleysmithllc.etlunit:etlunit-hadoop:4.3.2-eu,0,0,1,1,0
711,org.eclipse.platform:org.eclipse.swt.gtk.linux.x86_64:3.116.0,1,1,1,1,1
712,org.refcodes:refcodes-serial:2.1.1,1,0,1,1,1
713,org.uberfire:uberfire-api:7.51.0.Final,1,0,1,1,1
714,com.softwaremill.sttp.tapir:tapir-json-circe_2.13:0.17.9,1,0,1,1,1
715,tech.rsqn.useful-things:embedded-jetty:1.0.53,1,1,1,1,1
716,com.amazonaws:aws-java-sdk-iotanalytics:1.11.907,1,1,1,1,1
717,com.aoindustries:aoserv-backup:1.84.17,1,1,1,1,1
718,org.tpolecat:natchez-jaeger_2.12:0.0.14-M3,1,0,1,1,1
719,org.apereo.cas:cas-server-webapp-init:5.0.10,0,0,1,1,1
720,pl.tkowalcz.tjahzi:loki-protobuf:0.9.4,1,1,1,1,1
721,nl.stokpop:events-jmeter-maven-plugin:3.1.2-events-1,1,1,1,1,1
722,com.google.api.grpc:proto-google-cloud-bigqueryconnection-v1:1.0.4,1,1,1,1,1
723,com.google.crypto.tink:tink-gcpkms:1.5.0,1,0,1,1,1
724,com.jd.blockchain:crypto-framework:1.4.0.RELEASE,1,1,1,1,1
725,io.imunity.furms:furms-doc:1.0.0-rc2,0,0,1,1,1
726,systems.manifold:manifold-io-test:2020.1.27,1,1,1,1,1
727,org.bndly.common.service:org.bndly.common.service.decorator:1.0.2,1,0,1,1,1
728,it.micegroup.voila.runtime:voila-runtime-style-consip2008:1.3,1,0,1,1,1
729,org.friendularity:org.friendularity.bundle.qpid_broker_wrap:1.1.1,1,0,1,1,1
730,com.baidu.xuper:xuper-java-sdk:0.2.0,1,1,1,1,1
731,org.mycore:mycore-acl-editor2:2020.08,1,0,1,1,1
732,org.apache.camel.quarkus:camel-quarkus-examples-rest-json:1.1.0,1,0,1,1,1
733,tools.caroline:caroline-sdk-store:0.0.1,1,1,1,1,1
734,io.mosip.resident:resident-service:1.1.2,1,0,1,1,0
735,org.mini2Dx:miniscript-python:1.6.0,1,0,1,1,0
736,ch.tutteli.atrium:atrium-core-robstoll-lib-common:0.14.0.RC1,1,1,1,1,1
737,com.walletkit:walletkit-java-sdk:1.0.2,1,0,1,1,0
738,com.rbmhtechnology.vind:vind-annotations:3.0.11,1,0,1,1,0
739,io.sundr.examples:codegen-example:0.24.3,1,0,1,1,0
740,cz.o2.proxima:proxima-direct-io-http:0.6.0-jdk11,1,0,1,1,1
741,org.dkpro.core:dkpro-core-io-tiger-asl:2.2.0,1,0,1,1,0
742,com.nequi:nequi-subscriptions-sdk-qa:2.0.0,1,0,1,1,0
743,com.arpnetworking.logback:logback-steno:1.17.0,1,1,1,1,1
744,com.auth0:jwks-rsa:0.2.0,1,1,1,1,1
745,com.wegtam:amws-scala-http4s_2.13:0.5.4,1,0,1,1,0
746,org.yupana:yupana-external-links_2.12:0.20.0,1,0,1,1,0
747,com.github.noconnor:junitperf:1.17.0,1,0,1,1,1
748,net.axay:simplekotlinmail-core:1.3.1,1,0,1,1,1
749,it.agilelab:darwin-hbase2-connector_2.12:1.1.0,1,1,1,1,1
750,com.gitee.pomo:toasterfx:1.0.2,1,1,1,1,1
751,com.gccloud:gc-starter-plugins-quartz-job-store-redis:1.0.2-beta,1,0,1,1,0
752,net.colesico.framework:colesico-jdbi:4.3.0,1,0,1,1,0
753,io.micronaut.reactor:micronaut-reactor:1.1.0,1,0,1,1,0
754,com.coditory.sherlock:sherlock-inmem-sync:0.4.4,1,0,1,1,0
755,org.apache.beam:beam-sdks-java-extensions-sql-zetasql:2.26.0,1,0,1,1,0
756,com.intuit.hooks:hooks:0.9.0,1,0,1,1,0
757,io.helidon.dbclient:helidon-dbclient-metrics-jdbc:2.1.0,1,0,1,1,0
758,com.github.srujankujmar:builder-core:0.9.8.1,1,0,1,1,0
759,org.uberfire:uberfire-nio2-k8s:7.46.0.Final,1,0,1,1,1
760,com.github.code-cubic:hive-tool:1.2.2.20201201-RELEASE,1,0,1,1,0
761,com.kailuowang:henkan-optional_sjs1_2.13:0.6.5,1,1,1,1,1
762,org.wso2.maven:wso2-esb-metadata-plugin:5.2.33,1,1,1,1,1
763,com.aeontronix.enhancedmule:enhanced-mule-config:1.0.0-beta1,1,0,1,1,1
764,org.terracotta:angela-client-internal:3.1.17,1,0,1,1,0
765,com.typesafe.akka:akka-testkit_2.11:2.5.32,1,0,1,1,0
766,io.github.vigoo:zio-aws-lakeformation_2.12:3.15.35.3,1,0,1,1,1
767,org.jaxxy:jaxxy-cache:0.4.3,1,0,1,1,1
768,org.http4s:http4s-json4s-jackson_2.12:0.21.9,1,0,1,1,0
769,io.liftwizard:liftwizard-bundle-auth-filter:0.10.0,1,0,1,1,1
770,io.oss84.geotools:gt-epsg-wkt:24.2,1,1,1,1,1
771,org.webjars.npm:babel__helper-remap-async-to-generator:7.12.1,1,0,1,1,0
772,net.n2oapp.framework:n2o-config:7.9.7,1,0,1,1,0
773,org.typelevel:algebra-laws_native0.4_2.12:2.2.0,1,0,1,1,0
774,io.monix:monix-kafka-11_2.12:1.0.0-RC7,1,0,1,1,1
775,com.github.lotsabackscatter:vaadin-masonry-cards:1.2,1,1,1,1,1
776,com.github.atool:fluent-mybatis-test:1.3.1,1,0,1,1,1
777,de.sciss:lucre-bdb_2.12:4.4.0,1,1,1,1,1
778,dev.feast:feast-sdk:0.9.2,0,0,1,1,1
779,org.openforis.commons:of-commons-web-spring:0.1.25,1,0,1,1,1
780,org.biojava:biojava-survival:6.0.0-alpha1,1,1,1,1,1
781,org.apache.camel:camel-zendesk:2.25.3,1,1,1,1,1
782,org.scala-js:scalajs-compiler_2.12.13:1.2.0,1,0,1,1,1
783,org.apache.camel.quarkus:camel-quarkus-microprofile-fault-tolerance:1.6.0,1,0,1,1,1
784,org.apache.felix:atomos-maven-plugin:0.9.0,1,0,1,1,1
785,com.expedia.www:haystack-agent-kafka-dispatcher:0.1.18,1,0,1,1,1
786,com.github.kagkarlsson:spring-boot-example:10.0,1,0,1,1,1
787,org.drools:drools-wb-drl-text-editor-backend:7.45.0.Final,0,0,0,0,0
788,org.graphfoundation.ongdb:ongdb-cypher-physical-planning:3.6.2,0,0,0,0,0
789,com.github.ghostdogpr:caliban_2.13:0.9.2,1,0,1,1,1
790,org.springframework.boot:spring-boot-jarmode-layertools:2.3.9.RELEASE,1,1,1,1,1
791,cn.hll520.linling:linling-app:1.2.0,1,0,1,1,0
792,org.nutz:nutz-plugins-jqgrid:1.r.68.v20201011,1,1,1,1,1
793,org.wso2.carbon.business-process:org.wso2.carbon.humantask.cleanup.scheduler:4.5.39,0,0,1,1,1
794,org.n52.sensorweb-server.sos:sos-hibernate-datasource-oracle:5.2.5,0,0,1,1,1
795,com.bazaarvoice.emodb:emodb-auth-store:6.3.1,1,0,1,1,1
796,com.tencentcloudapi:tencentcloud-sdk-java-gse:3.1.187,1,0,1,1,1
797,org.jetbrains.kotlin:kotlin-test-testng:1.4.21-2,1,0,1,1,1
798,com.github.bakerln:common-config-interceptor:1.0.1-RELEASE,1,0,1,1,1
799,com.github.catalpaflat:module-push:1.0.0,1,0,1,1,1
800,com.adobe.testing:s3mock:2.1.27,1,0,1,1,1
801,com.github.japgolly.microlibs:recursion_2.13:2.6-RC1,1,0,1,1,1
802,com.github.mliarakos.lagomjs:lagomjs-api_sjs1_2.13:0.4.0-1.6.4,1,0,1,1,1
803,io.smallrye.reactive:smallrye-mutiny-vertx-auth-jwt:1.2.2,1,1,1,1,1
804,com.github.squirrelgrip:scientist4k-report-api:0.8.7,1,0,1,1,1
805,org.wvlet.airframe:airspec_sjs1_2.12:21.3.0,1,1,1,1,1
806,com.oneops:oneops-client-config:0.0.2,1,1,1,1,1
807,com.qwazr:qwazr-extractor:1.2.0,0,0,0,0,0
808,com.github.junrar:junrar:7.4.0,1,1,1,1,1
809,com.seomse.api:seomse-api:1.0.3,1,1,1,1,1
810,cn.stylefeng.roses:sms-api:7.0.0,1,0,1,1,1
811,com.github.charlemaznable:bunny-client:0.0.6,1,0,1,1,1
812,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.mgt.ui:5.19.30,1,0,1,1,1
813,org.optaplanner:optaplanner-wb-guided-rule-editor-backend:7.43.0.Final,0,0,0,0,0
814,org.apache.camel.quarkus:camel-quarkus-jcr:1.1.0,1,0,1,1,1
815,cn.nikeo.permisos:permisos-compiler:0.3.0,1,0,1,1,1
816,com.lihaoyi:upickle-core_3.0.0-M2:1.2.2,1,0,1,1,0
817,org.http4k:http4k-client-apache:3.269.0,1,0,1,1,0
818,net.databinder:dispatch-futures_2.9.0:0.8.6,1,0,1,1,0
819,com.jfinal:jfinal-java8:3.3,1,1,1,1,1
820,org.jetbrains.kotlinx:multik-default:0.0.1,1,0,1,1,1
821,com.wepay.waltz:waltz-tools:0.9.0,1,1,1,1,1
822,org.infinispan:infinispan-marshaller-protostuff-bundle:12.0.0.Dev3,1,0,1,1,0
823,com.velocidi:apso-caching_2.12:0.16.8,1,0,1,1,0
824,io.quarkiverse.operatorsdk:quarkus-operator-sdk-integration-tests:1.8.0,1,0,1,1,0
825,net.dankito.utils:java-utils:1.0.18,1,0,1,1,0
826,io.nosqlbench:docsys:3.12.147,1,0,1,1,0
827,io.graphenee:gx-blockchain:3.0.0,1,0,1,1,0
828,com.discursive.dao.generic:generic-dao:2.1,1,0,1,1,0
829,org.apereo.cas:cas-server-support-configuration-cloud-vault:6.3.1,0,0,1,1,1
830,org.jeyzer.build:jeyzer-profile-updater-core:2.0,1,1,1,1,1
831,com.github.fsanaulla:chronicler-core-shared_2.13:0.6.5,1,0,1,1,1
832,io.vertigo:vertigo-redis-connector:3.1.1,1,1,1,1,1
833,cn.aghost:nacos-client:1.2.1.aghost-fix.20210122,1,0,1,1,1
834,org.typelevel:cats-mtl_sjs1_2.12:1.1.1,1,0,1,1,0
835,org.xwiki.commons:xwiki-commons-legacy-velocity:12.8,1,0,1,1,1
836,eu.toolchain.condo:condo-processor:0.2.1,1,1,1,1,1
837,org.ogc-schemas:eop-v_1_0:3.0.0,1,1,1,1,1
838,org.opencastproject:opencast-scheduler-conflict-handler:8.8,1,0,1,1,0
839,com.addthis:basis:2.1.1,1,1,1,1,1
840,com.introproventures:graphql-jpa-query-boot-starter:0.4.16,1,0,1,1,1
841,com.avsystem.scex:scex-macros_2.12.12:1.22.17,1,0,1,1,1
842,net.moznion:mysql-diff:1.1.0,1,0,1,1,0
843,ch.cern.hbase.connectors.kafka:hbase-kafka-proxy:1.0.1_spark-3.0.1_4,1,0,1,1,0
844,org.apache.streampipes:streampipes-container-base:0.67.0,1,0,0,0,0
845,com.helger.phive.rules:phive-rules-ublbe:2.0.3,1,0,1,1,0
846,org.zaproxy:zap-clientapi:1.9.0,1,0,1,1,0
847,design.unstructured:stix-pattern-evaluator:1.0.0-M3,1,0,1,1,0
848,org.jbpm:jbpm-wb-kie-server-api:7.51.0.Final,1,0,0,0,0
849,org.openidentityplatform.opendj:opendj-ldap-toolkit:4.4.9,1,0,1,1,0
850,org.apache.jclouds.labs:openstack-marconi:2.3.0,1,0,1,1,0
851,com.neotys.ascode:api-client-v3:1.0.18,1,0,1,1,1
852,net.kyori:adventure-serializer-configurate4:4.7.0,1,0,1,1,1
853,com.github.spice-h2020:sparql.anything.engine:0.0.1,1,1,1,1,1
854,org.springframework.cloud:spring-cloud-deployer-spi:2.4.3,1,0,1,1,0
855,com.daml:rs-grpc-testing-utils_2.13:1.11.0-snapshot.20210303.6421.0.145ddaa8,1,1,1,1,1
856,org.glassfish.grizzly:grizzly-http-servlet:3.0.0,1,1,1,1,1
857,org.wso2.carbon.data:org.wso2.carbon.dataservices.ui:4.5.1509,1,0,1,1,0
858,org.smooks.cartridges.edi:d11b-edifact-binding:2.0.0-M2,1,1,1,1,1
859,io.datarouter:datarouter-copy-table:0.0.64,1,0,1,1,0
860,com.sksamuel.scruffy:scruffy-server_2.10:1.1.0-RC3,1,0,1,1,1
861,io.github.vigoo:zio-aws-codebuild_2.13:3.15.40.3,1,0,1,1,1
862,com.linkedin.gobblin:gobblin-core:0.0.0.mavenTest1-hadoop1,1,0,1,1,0
863,com.diozero:diozero-provider-voodoospark:0.13,1,0,1,1,0
864,com.github.rxson:rxson-reactor:1.1.0,1,1,1,1,1
865,com.yiqiniu.easytrans:easytrans-core:1.1.0,1,0,0,0,0
866,com.github.myabcc17:chatbot-response-v2-builder:0.0.1,1,0,1,1,1
867,com.google.cloud:google-cloud-firestore:0.30.0-beta,1,1,1,1,1
868,net.codesup.util:jaxb-plugin-lib:1.7.0,1,0,1,1,1
869,com.azure:azure-core-serializer-json-jackson:1.0.0,1,0,1,1,1
870,com.github.mjakubowski84:parquet4s-fs2_2.12:1.7.0,1,1,1,1,1
871,io.github.forsyde:forsyde-io-java:0.2.5,1,1,1,1,1
872,com.google.api.grpc:grpc-google-cloud-video-intelligence-v1p2beta1:0.87.0,1,1,1,1,1
873,org.infinispan:infinispan-javadoc-embedded:9.4.22.Final,0,0,0,0,0
874,com.gomcarter.frameworks:dubbo-starter:2.0.7,1,0,0,0,0
875,com.outr:perfolation_native0.4_2.11:1.2.4,1,0,1,1,1
876,com.github.binarywang:wx-java-miniapp-spring-boot-starter:4.0.2.B,1,0,1,1,1
877,software.amazon.awssdk:codegen-lite-maven-plugin:2.15.29,1,1,1,1,1
878,com.codeborne.replay:fastergt:1.8.6,1,0,1,1,1
879,dev.fritz2:components:0.9,1,1,1,1,1
880,org.apache.jena:jena-querybuilder:3.17.0,1,1,1,1,1
881,com.github.axway-api-management-plus.apim-cli:apimcli-apis:1.3.6,1,0,1,1,1
882,com.mockrunner:mockrunner-jdbc:2.0.6,1,1,1,1,1
883,org.apache.servicemix.bundles:org.apache.servicemix.bundles.grpc:1.35.0_1,1,1,1,1,1
884,org.apache.camel.quarkus:camel-quarkus-openapi-java-deployment:1.1.0,1,0,1,1,1
885,io.swaydb:monix_2.13:0.14.7,0,0,0,0,0
886,org.eclipse.jnosql.mapping:mapping-core:1.0.0-b3,1,1,1,1,1
887,com.zegreatrob.testmints:action-jvm:3.3.3,1,0,1,1,1
888,org.jsmart:zerocode-rest-bdd:1.1.23,1,1,0,0,0
889,com.google.cloud.tools:linkage-checker-enforcer-rules:1.5.3,1,0,0,0,0
890,org.gebish:geb-junit5:4.0,1,1,1,1,1
891,org.wso2.carbon.registry:org.wso2.carbon.registry.extensions.stub:4.7.37,1,1,1,1,1
892,com.tuplejump:calliope-core_2.10:1.1.0-CTP-U2,1,0,1,1,1
893,org.wso2.carbon.analytics:org.wso2.carbon.si.metrics.core:3.0.50,1,0,1,1,1
894,org.scalatest:scalatest-wordspec_native0.4.0-M2_2.11:3.3.0-SNAP3,1,0,1,1,1
895,io.janstenpickle:trace4cats-sttp-tapir_2.13:0.9.0+34-48c91611,0,0,0,0,0
896,org.apache.camel.quarkus:camel-quarkus-debezium-sqlserver-deployment:1.7.0,1,0,1,1,1
897,io.provis:provisio-webserver-jetty9:0.0.6,1,1,1,1,1
898,org.typelevel:discipline-core_native0.3_2.11:1.1.0,1,0,1,1,1
899,com.semanticcms:semanticcms-google-analytics:1.2.1,1,1,1,1,1
900,org.wso2.carbon.metrics:org.wso2.carbon.metrics.das.reporter:2.3.14,1,1,1,1,1
901,org.drools:drools-wb-globals-editor-backend:7.48.0.Final,0,0,0,0,0
902,com.softwaremill.sttp.client3:async-http-client-backend_0.27:3.0.0-RC6,1,0,1,1,0
903,ru.yandex.qatools.allure:allure-report-data:1.5.0,1,0,1,1,0
904,org.opencypher:util-9.0:9.0.20210312,1,1,1,1,1
905,org.apache.activemq.examples.failover:replicated-transaction-failover:2.15.0,1,0,1,1,1
906,org.scalatestplus:jmock-2-8_0.27:3.2.2.0,1,0,0,0,0
907,org.sakaiproject.message:sakai-message-util:21.0,1,1,1,1,1
908,org.netbeans.modules:org-netbeans-modules-apisupport-installer:RELEASE122,1,0,1,1,1
909,org.bidib.jbidib:jbidibc-usbstickbasis:1.12.11,1,0,1,1,1
910,org.scala-sbt:util-scripted_2.12:1.4.7,1,0,1,1,1
911,cn.sinlmao:spring-boot-starter-imhttp:1.0.3,1,0,0,0,0
912,org.ow2.petals:petals-bc-sql:1.7.1,1,1,1,1,1
913,com.guicedee.services:undertow-core:1.0.19.6-jre8,1,0,1,1,1
914,com.google.api.grpc:proto-google-cloud-bigquerystorage-v1:0.88.0,1,1,1,1,1
915,org.webjars.npm:list.js:2.1.0,1,1,1,1,1
916,com.typesafe.play:run-support_2.10:2.7.9,1,0,1,1,1
917,org.apache.bigtop.itest:flume-smoke:1.5.0,1,0,0,0,0
918,org.apache.camel.quarkus:camel-quarkus-aws-kinesis-deployment:1.7.0,1,0,1,1,1
919,org.apache.camel.quarkus:camel-quarkus-hl7:1.5.0,1,0,1,1,1
920,vision.id:antd-native-slinky_sjs1_2.13:0.1.7,1,0,1,1,1
921,org.langrid:jp.go.nict.langrid.serviceexecutor.db.bilingualdictionary:1.0.12,1,0,1,1,1
922,io.agrest:agrest:3.9,1,1,1,1,1
923,com.github.submob:scopemob-jvm:2.0.0,1,0,1,1,1
924,io.isomarcte:sbt-version-scheme-enforcer-core_2.12:0.1.0.0,1,1,1,1,1
925,org.eclipse.kapua:kapua-commons:1.3.1,1,0,1,1,1
926,uk.org.webcompere:system-stubs-jupiter:1.0.0,1,1,1,1,1
927,cn.hutool:hutool-system:5.4.4,1,1,1,1,1
928,com.att.research.xacml:xacml-pdp:3.0,1,0,1,1,1
929,com.comcast.money:money-otel-formatters_2.12:0.14.1,1,1,1,1,1
930,com.disneystreaming:weaver-cats-core_2.13:0.6.0-M4,1,0,0,0,0
931,org.scommons.shogowada:scalajs-history_sjs0.6_2.13:0.15.0,0,0,1,1,1
932,org.wso2.carbon.registry:org.wso2.carbon.registry.profiles:4.7.38,1,0,0,0,0
933,org.jpmml:pmml-xjc:1.5.6,1,0,1,1,1
934,org.opendaylight.controller:threadpool-config-impl:0.13.4,1,0,1,1,1
935,net.exoego:aws-sdk-scalajs-facade-ssooidc_sjs1_2.12:0.32.0-v2.798.0,1,1,1,1,1
936,org.apereo.cas:cas-server-support-consent-ldap:5.2.2,0,0,1,1,1
937,org.streamingpool:streamingpool-ext-analysis:1.1.0,1,0,1,1,1
938,org.eclipse.xtext:org.eclipse.xtext.generator:2.9.0.beta6,1,1,1,1,1
939,org.iot-dsa:logging:0.24.2,1,1,1,1,1
940,org.glassfish.tyrus:tyrus-container-glassfish-ejb:2.0.0,1,0,1,1,1
941,com.dimafeng:testcontainers-scala-mockserver_2.12:0.38.3,1,1,1,1,1
942,org.eclipse.jetty.osgi:jetty-httpservice:9.4.32.v20200930,1,1,1,1,1
943,nl.vpro.shared:vpro-shared-elasticsearch:2.23.0,1,0,1,1,1
944,org.ff4j:ff4j-store-commonsconfig:1.8.10,1,1,1,1,1
945,app.tulz:laminext-videojs_sjs1_2.13:0.1.0,1,1,1,1,1
946,org.cubeengine:logscribe-email:1.0.2,1,1,1,1,1
947,org.realityforge.arez:arez-annotations:0.15,1,0,1,1,1
948,com.wirktop:esutils:0.9.6,1,1,1,1,1
949,com.auritylab.graphql-kotlin-toolkit:codegen:0.6.1,1,0,1,1,1
950,org.typelevel:munit-cats-effect-2_sjs1_3.0.0-M2:0.4-12-455d85f,1,0,0,0,0
951,org.bitsofinfo:docker-discovery-swarm-service:1.0-RC5-20210205,1,0,1,1,1
952,io.hkube:storage-s3:1.3.01,1,1,1,1,1
953,com.liferay:com.liferay.tld.formatter:1.0.1,1,1,1,1,1
954,com.workday.warp:warp-core_2.11:4.2.0,1,0,1,1,1
955,com.passkit.grpc:sdk:1.0.4,1,1,1,1,1
956,com.lightbend.akka:akka-stream-alpakka-orientdb_2.12:2.0.2,1,0,1,1,1
957,org.powertac:sample-broker:1.7.1,1,0,0,0,0
958,org.jasig.portal:uPortal-io-types:5.9.0,1,0,1,1,1
959,fr.jetoile.hadoop:hadoop-unit-dockercompose:3.8,1,0,1,1,1
960,org.marketdesignresearch:mechlib:0.1.0,1,0,1,1,1
961,io.github.factoryfx:javafxDistributionServer:2.2.20,1,0,1,1,1
962,io.neow3j:crypto:3.4.0,1,1,1,1,1
963,org.joinfaces:joinfaces-test:4.4.2,1,0,0,0,0
964,com.spotify:featran-core_3.0.0-M3:0.8.0-RC2,1,0,0,0,0
965,org.deepboof:main:0.5,1,1,1,1,1
966,com.softwaremill.sttp.client3:async-http-client-backend-zio_0.26:3.0.0-RC5,1,0,1,1,0
967,co.com.sofka:business:1.0.0,1,1,1,1,1
968,com.github.emilienkia:ajmx-osgi:0.1.0,1,0,1,1,1
969,com.soywiz.korlibs.kds:kds-tvosx64:2.0.9,1,1,1,1,1
970,com.simiacryptus:mindseye-tensorflow:2.1.0,1,0,1,1,1
971,dk.acto:dispatcher-client:1.1.76.f0551d0,1,0,1,1,1
972,net.serenity-bdd:browse-the-web:1.1.7,0,0,1,1,1
973,com.vmware.photon.controller:photon-model:0.2.0,1,1,1,1,1
974,com.mastfrog:giulius-settings-etcd:2.7.2,1,0,1,1,1
975,com.github.xuwei-k:wartremover-scalikejdbc_2.13:0.4.1,1,0,0,0,0
976,fr.jetoile.hadoop:hadoop-unit-standalone:3.8,1,1,0,0,0
977,de.sciss:audiowidgets-core_3.0.0-M3:2.3.2,1,0,0,0,0
978,org.tribuo:tribuo-classification-core:4.0.2,1,1,1,1,1
979,org.springframework.cloud.stream.app:twitter-message-sink-kafka:3.0.0,1,0,0,0,0
980,hu.vissy.json-dsl:json-dsl:1.0.1,1,0,1,1,1
981,ch.codeblock.qrinvoice.rest:qrinvoice-rest-model:1.11,1,0,1,1,1
982,org.playframework.anorm:anorm-iteratee_2.12:2.6.8,1,0,1,1,1
983,com.sumologic.sumobot:sumobot_2.11:1.0.9,1,0,0,0,0
984,eu.danieldk.nlp:conllx-io:1.0.0,1,1,1,1,1
985,com.outr:perfolation_native0.4_2.12:1.2.5,0,0,1,1,1
986,org.apache.camel.quarkus:camel-quarkus-controlbus-deployment:1.1.0,1,0,1,1,1
987,net.luohuasheng.framework.starters:basic-framework-ability-admin-starters:1.1.0,1,0,1,1,1
988,com.intel.analytics.bigdl.core.native.bigquant:bigquant-java-mac:0.12.1,1,1,1,1,1
989,com.twitter:finagle-stats_2.13:21.2.0,1,0,0,0,0
990,app.tulz:laminext-validation_sjs1_2.13:0.1.0,1,1,1,1,1
991,de.christofreichardt:shamirs-keystore:1.0.0,1,1,1,1,1
992,org.typelevel:discipline-core_0.27:1.1.1,1,0,1,1,0
993,com.microsoft.rest:client-runtime:1.7.12,1,1,1,1,1
994,com.github.srujankujmar:builder-services:0.9.8.1,1,0,1,1,1
995,io.gravitee.am.jwt:gravitee-am-jwt:3.4.4,1,1,1,1,1
996,io.ktor:ktor-client-jetty-metadata:1.4.2,1,0,1,1,1
997,com.didiglobal.booster:booster-transform-asm:3.1.0-alpha3,1,0,1,1,1
998,io.trino:trino-postgresql:354,1,0,1,1,1
999,org.joyqueue:doc:4.2.7,1,0,1,1,1
1000,ai.tock:tock-bot-connector-ga:20.9.3,1,0,1,1,1
1001,com.mastfrog:numble:2.7.1,1,0,0,0,0
1002,com.lihaoyi:upickle-core_0.27:1.2.1,1,0,1,1,0
1003,org.springframework.cloud:spring-cloud-deployer-kubernetes:2.4.3,1,0,1,1,1
1004,software.amazon.awssdk:opsworkscm:2.15.50,1,1,1,1,1
1005,com.victorivri:project_2.12:0.5.1,1,1,0,0,0
1006,com.ibm.cos:ibm-cos-java-sdk:2.9.1,1,0,1,1,1
1007,org.apache.camel.quarkus:camel-quarkus-corda-integration-test:1.2.0,1,0,1,1,1
1008,com.mastfrog:maven-merge-configuration:2.7.1.1,1,1,1,1,1
1009,me.madhead.aws-junit5:common:6.0.0,1,1,1,1,1
1010,com.liferay:com.liferay.portal.tools.target.platform.indexer.client:1.0.4,1,0,1,1,1
1011,com.kumuluz.ee.openapi:kumuluzee-openapi-mp-common:1.4.0,1,0,1,1,1
1012,org.netbeans.modules:org-netbeans-modules-xml-tools:RELEASE121,1,0,1,1,1
1013,org.netbeans.api:org-netbeans-core-ide:RELEASE123,1,1,1,1,1
1014,org.ikasan:ikasan-harvesting:3.1.0,1,0,1,1,1
1015,org.webjars.npm:turf__line-chunk:6.2.0-alpha.2,1,1,1,1,1
1016,com.avast.grpc.jwt:keycloak:0.4.9,1,0,1,1,1
1017,com.xzchaoo.commons:commons-stat:1.1.0,1,0,1,1,1
1018,com.io7m.minisite:com.io7m.minisite.tests:3.0.0,1,1,1,1,1
1019,com.hccake:ballcat-spring-boot-starter-redis:0.0.6,1,0,1,1,1
1020,io.rocketbase.commons:commons-auth-core:4.1.1,1,0,1,1,1
1021,com.sksamuel.nsq:nsq-java:0.0.1,1,1,1,1,1
1022,com.github.aalobaidi:aerospike-reactor:0.1,1,1,1,1,1
1023,com.twitter:util-cache-guava_2.12:21.2.0,1,0,1,1,1
1024,org.wso2.carbon.identity.user.api:org.wso2.carbon.identity.rest.api.user.functionality.v1:1.1.21,1,0,1,1,1
1025,org.apache.camel.springboot:camel-servicenow-starter:3.4.4,1,0,0,0,0
1026,io.cloudslang:score-orchestrator-impl:0.3.177,1,0,1,1,1
1027,org.apache.servicemix.bundles:org.apache.servicemix.bundles.azure-storage-blob:12.9.0_1,1,0,1,1,1
1028,io.github.junxworks:junx-ep-sys-ui:1.0.0,1,1,1,1,1
1029,com.algolia:algoliasearch-client-kotlin:1.5.0,1,0,1,1,1
1030,com.aliyun:resourcemanager20200331:2.0.0,1,0,1,1,1
1031,com.tvd12:ezyfox-jackson:1.1.4,1,1,1,1,1
1032,org.beangle.commons:beangle-commons-model:3.8.2,1,0,1,1,1
1033,com.tvd12:ezyfox-jackson:1.1.3,1,1,1,1,1
