number,coordinate,occurrence,isolatedRevisionTime,nodes,edges
45,io.netty:netty-codec-http:4.1.54.Final,1,1580,3799,0
46,org.jibx.config.3rdparty.org.eclipse:org.eclipse.core.jobs:3.5.100.v20110404,1,463,479,0
47,org.eclipse.core:org.eclipse.core.resources:3.7.100,1,2494,3774,0
48,io.quarkus:quarkus-ide-launcher:1.11.4.Final,1,112,20,0
49,ua.parser.wso2:ua-parser:1.3.0.wso2v2,1,0,0,0
50,org.glassfish.jersey.inject:jersey-hk2:2.33,1,90,325,0
51,io.projectreactor:reactor-core:3.3.13.RELEASE,1,6122,8422,0
52,org.glassfish.jersey.inject:jersey-hk2:2.32,1,136,325,0
53,org.glassfish.jersey.inject:jersey-hk2:2.31,1,94,325,0
54,org.glassfish.jersey.inject:jersey-hk2:2.30,1,104,325,0
55,org.springdoc:springdoc-openapi-ui:1.2.32,1,36,13,0
56,org.eclipse.che.multiuser:che-multiuser-api-permission-shared:7.27.1,1,13,35,0
57,software.amazon.awscdk:glue:1.89.0,1,685,2518,0
58,org.powermock:powermock-classloading-base:1.5,1,28,7,0
59,org.eclipse.jetty:jetty-security:9.4.35.v20201120,1,338,542,0
60,com.codahale.metrics:metrics-jersey:3.0.2,1,31,17,0
61,org.wso2.carbon.identity.framework:org.wso2.carbon.idp.mgt:5.16.56,1,0,0,0
62,com.vladsch.flexmark:flexmark-util-collection:0.62.2,1,0,0,0
63,com.netflix.ribbon:ribbon-loadbalancer:2.2.0,1,246,734,0
64,com.yahoo.datasketches:sketches-core:0.9.0,1,1317,1995,0
65,io.zipkin.brave:brave-instrumentation-spring-web:5.6.1,1,31,26,0
66,com.google.auth:google-auth-library-credentials:0.9.0,1,29,18,0
67,org.twister2:resource-api-java:0.8.0,1,52,92,0
68,software.amazon.awscdk:autoscaling-common:1.89.0,1,55,93,0
69,com.google.guava:guava:14.0.1,1,4398,12521,0
70,com.netflix.ribbon:ribbon-loadbalancer:2.2.4,1,283,746,0
71,com.netflix.ribbon:ribbon-loadbalancer:2.2.5,1,297,747,0
72,com.twitter:inject-utils_2.13:20.10.0,1,364,1533,0
73,javax.xml.ws:jaxws-api:2.3.0,1,69,291,0
74,org.jboss.narayana.jts:narayana-jts-integration:5.9.8.Final,1,108,264,0
75,javax.xml.ws:jaxws-api:2.3.1,1,261,291,0
76,org.opendaylight.bgpcep:util:0.14.3,1,47,93,0
77,org.kie.kogito:drools-core:1.2.0.Final,1,138,426,0
78,org.springframework:spring-aop:3.1.0.RELEASE,1,683,1408,0
79,org.apache.shiro:shiro-core:1.3.2,1,679,2339,0
80,org.jruby:jruby:9.2.12.0,1,0,0,0
81,io.grpc:grpc-protobuf-lite:1.35.0,1,50,28,0
82,org.springframework.boot:spring-boot-actuator-autoconfigure:2.0.2.RELEASE,1,0,0,0
83,com.google.zetasql:zetasql-jni-channel-darwin:2020.10.1,1,0,0,0
84,org.eclipse.rdf4j:rdf4j-repository-http:3.1.0,1,56,134,0
85,ai.h2o:h2o-web:3.30.1.3,1,11739,19424,0
86,io.zipkin.zipkin2:zipkin:2.12.0,1,618,1027,0
87,org.geotools.ogc:net.opengis.ows:24.1,1,0,0,0
88,org.eclipse.equinox:javax.servlet.jsp:2.2.0.v201112011158,1,0,0,0
89,org.eclipse.jetty:jetty-servlet:9.4.31.v20200723,1,347,545,0
90,com.nepxion:discovery-plugin-starter-consul:3.17.0,1,2498,0,0
91,org.glassfish.jersey.ext:jersey-bean-validation:2.25.1,1,53,123,0
92,org.reactivemongo:reactivemongo-iteratees_2.12:1.0.0,1,122,346,0
93,org.odpi.egeria:integration-daemon-services-api:2.4,1,69,92,0
94,io.avaje:avaje-http-jex-generator:1.2.1,1,2568,21,0
95,com.volcengine:volc-sdk-java:1.0.0,1,3727,500,0
96,org.eclipse.jetty.http2:http2-http-client-transport:9.4.33.v20201020,1,96,153,0
97,io.netty:netty-codec-http:4.1.17.Final,1,1039,3421,0
98,com.hotels:circus-train-core:16.3.0,1,570,429,0
99,com.hotels:circus-train-core:16.3.3,1,560,429,0
100,io.quarkus:quarkus-vertx-http-dev-console-runtime-spi:1.11.4.Final,1,46,31,0
101,org.tpolecat:natchez-core_2.12:0.0.20,1,183,391,0
102,io.springfox:springfox-swagger-common:2.8.0,1,137,378,0
103,org.jboss.resteasy:resteasy-json-p-provider:4.5.8.Final,1,33,41,0
104,org.assertj:assertj-core:2.4.1,1,2871,5935,0
105,org.jfree:jcommon:1.0.23,1,2945,1542,0
106,org.eclipse.jetty:jetty-servlet:8.1.1.v20120215,1,329,410,0
107,com.chuusai:shapeless_2.10.3:2.0.0-M1,1,1748,5798,0
108,net.guerlab.spring:guerlab-spring-swagger2-starter:3.1.1,1,56,105,0
109,com.soulgalore:xml-velocity:1.5,1,2639,27,0
110,org.springframework.boot:spring-boot-starter:2.1.8.RELEASE,1,42,0,0
111,org.apache.tomcat.embed:tomcat-embed-el:9.0.21,1,0,0,0
112,org.apache.jackrabbit:jackrabbit-spi-commons:2.20.1,1,4107,3451,0
113,org.apache.tomcat.embed:tomcat-embed-el:9.0.22,1,0,0,0
114,com.aliyun:tea-xml:0.1.1,1,60,9,0
115,org.optaplanner:optaplanner-persistence-jaxb:7.44.0.Final,1,49,49,0
116,io.quee.ktx.radix:ktx-radix-development-operation:v1.2.2-RELEASE,1,2373,18,0
117,org.locationtech.geomesa:geomesa-feature-nio_2.11:2.3.3,1,47,123,0
118,com.sap.cloud.instancemanager:client:1.17.2,1,153,424,0
119,org.eclipse.paho:mqtt-client:0.4.0,1,0,0,0
120,org.springframework.boot:spring-boot-actuator-autoconfigure:2.3.1.RELEASE,1,1101,3154,0
121,org.kie.soup:kie-soup-xstream:7.46.0.Final,1,33,47,0
122,org.apache.tomcat.embed:tomcat-embed-el:9.0.19,1,684,1152,0
123,org.apache.olingo:odata-server-api:4.7.1,1,145,779,0
124,io.ktor:ktor-network-jvm:1.5.1,1,0,0,0
125,org.apache.streampipes:streampipes-sdk:0.67.0,1,169,784,0
126,ca.uhn.hapi.fhir:org.hl7.fhir.dstu2016may:5.2.0,1,25631,40734,0
127,org.apache.tomcat.embed:tomcat-embed-el:9.0.30,1,766,1168,0
128,org.apache.tomcat.embed:tomcat-embed-el:9.0.31,1,881,1168,0
129,org.springframework:spring-context-support:5.1.9.RELEASE,1,524,901,0
130,org.glassfish.main.common:annotation-framework:6.0.0-RC3,1,99,172,0
131,io.mosip.kernel:kernel-logger-logback:1.1.2,1,0,0,0
132,org.apache.shiro:shiro-crypto-cipher:1.5.3,1,0,0,0
133,org.apereo.cas:cas-server-core-util:5.2.2,1,195,680,0
134,org.openscience.cdk:cdk-sdg:1.5.14,1,885,300,0
135,io.inugami:inugami_core:2.0.0,1,607,1841,0
136,org.apache.knox:gateway-i18n:1.5.0,1,74,80,0
137,org.scala-lang:scala3-library_sjs1_3.0.0-M2:3.0.0-M2,1,0,0,0
138,org.apache.tomcat.embed:tomcat-embed-el:9.0.24,1,973,1152,0
139,com.monovore:decline-enumeratum_2.12:1.0.0,1,62,24,0
140,io.dropwizard:dropwizard-core:0.7.1,1,90,167,0
141,org.apache.tomcat.embed:tomcat-embed-el:9.0.27,1,825,1168,0
142,com.17jee:e-cloud-gateway:3.0.1.10,1,3121,44,0
143,org.seleniumhq.selenium:selenium-api:2.28.0,1,153,932,0
144,org.apache.tomcat.embed:tomcat-embed-el:9.0.29,1,832,1168,0
145,com.twitter:util-app-lifecycle_2.13:20.10.0,1,67,240,0
146,org.apache.cayenne:cayenne-server:4.0.2,1,5742,11100,0
147,org.basepom.maven:dependency-versions-check-maven-plugin:3.0.0,1,3711,469,0
148,org.eclipse.tycho:org.eclipse.tycho.p2.tools.shared:2.2.0,1,103,100,0
149,io.grpc:grpc-protobuf-lite:1.9.0,1,38,32,0
150,org.eclipse.tycho:tycho-embedder-api:2.2.0,1,27,27,0
151,org.pac4j:pac4j-oidc:1.9.7,1,88,225,0
152,javax.enterprise:cdi-api:2.0,1,215,607,0
153,io.netty:netty-transport:4.1.53.Final,1,815,3574,0
154,org.cloudfoundry.multiapps:multiapps-common-test:2.5.1,1,3196,53,0
155,com.guicedee:guiced-log-master:1.1.0.7-jre14,1,14,0,0
156,javax.cache:cache-api:0.5,1,0,0,0
157,org.springframework:spring-jms:4.3.25.RELEASE,1,388,1261,0
158,org.netbeans.api:org-netbeans-modules-el-lexer:RELEASE123,1,52,31,0
159,org.digidoc4j.dss:dss-common-remote-converter:5.7.d4j.2,1,0,0,0
160,org.apache.qpid:qpid-amqp-1-0-client-jms:0.32,1,1395,1052,0
161,io.grpc:grpc-stub:1.24.0,1,84,168,0
162,org.sonatype.aether:aether-impl:1.13.1,1,280,477,0
163,org.opensaml:opensaml-saml-impl:4.0.1,1,0,0,0
164,io.grpc:grpc-stub:1.24.2,1,54,168,0
165,org.apache.spark:spark-core_2.11:2.4.7,1,21295,57789,0
166,ai.h2o:h2o-security:3.30.1.3,1,39,15,0
167,org.pegdown:pegdown:1.6.0,1,256,500,0
168,io.netty:netty-handler:4.1.60.Final,1,1377,2415,0
169,org.ejml:ejml-cdense:0.40,1,594,342,0
170,org.eclipse.core:org.eclipse.core.runtime:3.7.0,1,158,403,0
171,org.glassfish.jaxb:txw2:2.3.3-b02,1,224,474,0
172,org.kie:kie-dmn-model:7.49.0.Final,1,231,1410,0
173,org.apache.camel.quarkus:camel-quarkus-smpp-integration-test:1.3.0,1,2668,4,0
174,com.amazonaws:jmespath-java:1.11.497,1,54,127,0
175,edu.utexas.tacc.tapis:meta-client:1.11.16,1,0,0,0
176,org.apereo.cas:cas-server-core-services-registry:6.2.6,1,176,614,0
177,network.oxalis.vefa:peppol-mode:2.0.0.RC1,1,40,11,0
178,org.apache-extras.beanshell:bsh:2.0b6,1,1729,1763,0
179,software.amazon.awssdk:metrics-spi:2.15.19,1,40,119,0
180,org.netbeans.api:org-netbeans-spi-editor-hints:RELEASE123,1,263,444,0
181,io.netty:netty-resolver-dns:4.1.30.Final,1,0,0,0
182,org.apache.commons:commons-dbcp2:2.7.0,1,593,1682,0
183,org.eclipse.emf:org.eclipse.emf.mwe.utils:1.6.2-SNAPSHOT,1,0,0,0
184,com.google.code.gson:gson:2.6.1,1,504,988,0
185,com.google.code.gson:gson:2.6.2,1,540,988,0
186,org.opendaylight.mdsal:mdsal-dom-api:6.0.7,1,65,197,0
187,org.opendaylight.bgpcep:pcep-api:0.14.3,1,2605,4191,0
188,io.quarkus:quarkus-core:1.11.0.Beta2,1,1365,877,0
189,org.netbeans.api:org-netbeans-spi-editor-hints:RELEASE121,1,332,444,0
190,org.opendaylight.mdsal:mdsal-dom-api:6.0.8,1,52,263,0
191,org.netbeans.api:org-netbeans-spi-editor-hints:RELEASE122,1,316,444,0
192,org.onosproject:onos-core-common:1.8.2,1,422,901,0
193,rhino:js:1.7R2,1,8233,4038,0
194,net.bytebuddy:byte-buddy:1.6.14,1,0,0,0
195,org.netbeans.modules:org-netbeans-modules-extbrowser:RELEASE121,1,254,266,0
196,org.netbeans.modules:org-netbeans-modules-extbrowser:RELEASE123,1,229,266,0
197,org.springframework.boot:spring-boot-devtools:1.4.2.RELEASE,1,328,672,0
198,org.glassfish.jersey.ext:jersey-entity-filtering:2.21.1,1,46,242,0
199,org.apache.logging.log4j:log4j-api:2.8.2,1,1015,2086,0
200,com.github.jnr:jnr-ffi:2.0.7,1,957,3150,0
201,com.esotericsoftware.minlog:minlog:1.2,1,0,0,0
202,com.papertrail:profiler:1.0.2,1,57,25,0
203,org.apache.plc4x:plc4j-connection-pool:0.8.0,1,41,54,0
204,io.netty:netty-codec:4.1.31.Final,1,0,0,0
205,com.softwaremill.sttp.tapir:tapir-core_2.12:0.17.0-M3,1,2922,8511,0
206,org.apache.maven:maven-settings-builder:3.6.2,1,74,148,0
207,io.fabric8:openshift-model-operatorhub:5.1.1,1,0,0,0
208,org.apache.maven:maven-settings-builder:3.6.1,1,119,148,0
209,org.apache.logging.log4j:log4j-api:2.8.1,1,633,2081,0
210,org.apache.maven:maven-settings-builder:3.6.3,1,99,148,0
211,com.vladsch.flexmark:flexmark-ext-xwiki-macros:0.50.40,1,75,130,0
212,com.netflix.spectator:spectator-api:0.116.0,1,2528,1636,0
213,org.apache.kerby:kerb-core:2.0.0,1,1051,1320,0
214,io.quarkus:quarkus-container-image-deployment:1.7.2.Final,1,26,23,0
215,org.apache.sling:org.apache.sling.jcr.contentparser:1.2.6,1,76,75,0
216,org.jkee.gtree:gtree:0.2,1,2819,57,0
217,com.twitter:util-registry_2.11:20.9.0,1,81,216,0
218,org.apache.directory.server:apacheds-i18n:2.0.0-M15,1,74,7,0
219,io.helidon.security.abac:helidon-security-abac-scope:1.4.8,1,25,58,0
220,com.ibm.icu:icu4j:58.2,1,9385,10500,0
221,org.bdgenomics.adam:adam-codegen-spark2_2.12:0.33.0,1,0,0,0
222,com.introproventures:graphql-jpa-query-web:0.4.16,1,46,52,0
223,software.amazon.awssdk:metrics-spi:2.15.39,1,64,119,0
224,com.dimafeng:testcontainers-scala-jdbc_2.12:0.38.8,1,2698,54,0
225,org.apache.tomcat:tomcat-tribes:9.0.31,1,1165,1871,0
226,com.vladsch.flexmark:flexmark-ext-gfm-issues:0.50.40,1,38,56,0
227,com.soywiz.korlibs.korio:korio-js:2.0.10,1,22,0,0
228,org.apache.activemq:artemis-core-client:2.6.2,1,1623,5475,0
229,io.quarkus:quarkus-devtools-utilities:1.11.6.Final,1,28,9,0
230,org.scala-lang.modules:scala-java8-compat_2.13:0.9.1,1,831,4355,0
231,org.scala-lang.modules:scala-java8-compat_2.13:0.9.0,1,642,4370,0
232,cn.hutool:hutool-all:4.5.14,1,3752,9335,0
233,org.apache.maven.scm:maven-scm-client:1.7,1,39,8,0
234,io.projectreactor.netty:reactor-netty-http:1.0.0,1,352,1684,0
235,org.apache.maven:maven-embedder:3.6.3,1,313,325,0
236,com.github.noconnor:junitperf-core:1.17.0,1,313,235,0
237,io.projectreactor.netty:reactor-netty-http:1.0.4,1,561,1788,0
238,org.apache.httpcomponents.core5:httpcore5-h2:5.0.2,1,0,0,0
239,com.andretietz.houston:houston:1.0.1,1,0,0,0
240,org.apache.pdfbox:fontbox:1.8.8,1,946,1171,0
241,org.apache.httpcomponents.core5:httpcore5-h2:5.0.1,1,397,961,0
242,software.amazon.awssdk:metrics-spi:2.15.45,1,0,0,0
243,software.amazon.awssdk:metrics-spi:2.15.43,1,70,119,0
244,software.amazon.awssdk:metrics-spi:2.15.40,1,44,119,0
245,org.jetbrains:annotations:15.0,1,26,29,0
246,org.apache.zookeeper:zookeeper:3.4.10,1,2109,3734,0
247,org.springframework.social:spring-social-config:1.1.6.RELEASE,1,57,75,0
248,io.quarkus:quarkus-core:1.12.2.Final,1,0,0,0
249,org.wso2.orbit.org.apache.tomcat:tomcat:9.0.22.wso2v1,1,0,0,0
250,com.github.jnr:jnr-ffi:2.0.3,1,2342,3149,0
251,org.springframework.boot:spring-boot-starter-data-redis:2.2.5.RELEASE,1,22,0,0
252,org.apache.zookeeper:zookeeper:3.4.14,1,4526,3844,0
253,org.springframework:spring-core:5.2.9.RELEASE,1,4221,7934,0
254,org.apache.zookeeper:zookeeper:3.4.13,1,3360,3832,0
255,org.netbeans.api:org-netbeans-modules-javahelp:RELEASE123,1,276,241,0
256,org.netbeans.api:org-netbeans-modules-javahelp:RELEASE121,1,402,241,0
257,org.jgroups:jgroups:3.6.20.Final,1,5227,10773,0
258,io.quarkus:quarkus-agroal-deployment:1.10.5.Final,1,0,0,0
259,software.amazon.awssdk:metrics-spi:2.15.35,1,48,119,0
260,org.apache.tomcat:tomcat-tribes:9.0.34,1,900,1871,0
261,software.amazon.awssdk:metrics-spi:2.15.34,1,58,119,0
262,software.amazon.awssdk:metrics-spi:2.15.31,1,72,119,0
263,org.glassfish.jersey.inject:jersey-hk2:2.28,1,83,325,0
264,software.amazon.awssdk:metrics-spi:2.15.32,1,51,119,0
265,org.glassfish.jersey.inject:jersey-hk2:2.27,1,0,0,0
266,org.glassfish.jersey.inject:jersey-hk2:2.26,1,95,322,0
267,org.apache.parquet:parquet-jackson:1.10.1,1,0,0,0
268,com.google.oauth-client:google-oauth-client:1.26.0,1,144,485,0
269,org.apache.logging.log4j:log4j-to-slf4j:2.10.0,1,624,51,0
270,org.springframework.boot:spring-boot-starter-logging:2.1.13.RELEASE,1,35,0,0
271,org.n52.sensorweb:52n-xml-gml-v311:2.7.0,1,9746,45629,0
272,co.cask.tracker:tracker:0.2.0,1,0,0,0
273,org.springframework:spring-core:5.0.4.RELEASE,1,4238,6308,0
274,org.apache.camel:camel-file:3.5.0,1,0,0,0
275,org.scalactic:scalactic_native0.4.0-M2_2.11:3.3.0-SNAP3,1,2550,18158,0
276,org.webjars.npm:is-boolean-object:1.1.1,1,40,0,0
277,net.luohuasheng.framework.components:basic-framework-components-core:1.1.0,1,329,511,0
278,jakarta.ejb:jakarta.ejb-api:4.0.0,1,0,0,0
279,io.dropwizard.metrics:metrics-jetty9:4.1.14,1,62,117,0
280,com.twitter:util-stats_2.11:20.9.0,1,383,1366,0
281,org.apache.bookkeeper:stream-storage-common:4.10.0,1,166,297,0
282,org.eclipse.rdf4j:rdf4j-rio-api:3.6.1,1,250,497,0
283,org.springframework:spring-oxm:5.1.11.RELEASE,1,459,361,0
284,org.junit.platform:junit-platform-engine:1.3.1,1,339,999,0
285,org.apache.shardingsphere.elasticjob:elasticjob-tracing-api:3.0.0-beta,1,47,63,0
286,io.dropwizard:dropwizard-validation:2.0.8,1,0,0,0
287,org.apache.maven:maven-model-builder:3.6.3,1,502,773,0
288,org.apache.tomcat:tomcat-tribes:9.0.22,1,1018,1875,0
289,io.monix:implicitbox_sjs0.6_2.13:0.2.0,1,86,180,0
290,org.scala-lang.modules:scala-collection-compat_2.11:2.1.2,1,188,649,0
291,io.ebean:ebean-migration-auto:1.0,1,31,4,0
292,org.apache.maven:maven-model-builder:3.6.1,1,345,718,0
293,org.apache.maven:maven-model-builder:3.6.2,1,393,773,0
294,software.amazon.awssdk:metrics-spi:2.15.49,1,0,0,0
295,com.lightbend.play:play-file-watch_2.10:1.1.14,1,102,242,0
296,org.tpolecat:natchez-core_2.12:0.0.14-M3,1,99,259,0
297,org.refcodes:refcodes-cli-ext-archetype:2.1.0,1,2126,0,0
298,software.amazon.awssdk:metrics-spi:2.15.50,1,54,119,0
299,org.springframework.retry:spring-retry:1.2.4.RELEASE,1,317,570,0
300,org.http4s:http4s-circe_2.13:0.21.8,1,0,0,0
301,it.geosolutions.jaiext.nullop:jt-nullop:1.1.1,1,0,0,0
302,com.squareup.okhttp:okhttp:1.2.1,1,455,832,0
303,org.eclipse.dirigible:dirigible-commons-config:5.8.4,1,226,68,0
304,it.geosolutions.jaiext.nullop:jt-nullop:1.1.9,1,0,0,0
305,com.amazonaws:aws-java-sdk-securityhub:1.11.870,1,10460,7452,0
306,io.imunity.furms:furms-unity-client:1.0.0-rc2,1,111,525,0
307,org.netbeans.modules:org-netbeans-modules-debugger-jpda:RELEASE122,1,0,0,0
308,com.ejlchina:jsonkit-gson:1.0.0,1,3048,2,0
309,org.apache.hadoop:hadoop-yarn-server-common:3.2.2,1,7520,10796,0
310,io.helidon.security.providers:helidon-security-providers-abac:1.4.8,1,36,88,0
311,org.apache.hadoop:hadoop-common:2.2.0,1,0,0,0
312,com.vlkan:flatbuffers:1.2.0-3f79e055,1,35,63,0
313,org.springframework.boot:spring-boot-starter-json:2.1.7.RELEASE,1,0,0,0
314,com.aoindustries:ao-tempfiles:2.0.0,1,65,35,0
315,org.digidoc4j.dss:dss-policy-jaxb:5.7.d4j.2,1,0,0,0
316,org.drools:drools-ecj:7.50.0.Final,1,21089,10859,0
317,io.opencensus:opencensus-contrib-grpc-metrics:0.24.0,1,0,0,0
318,org.apereo.cas:cas-server-core-api-validation:5.3.16,1,28,11,0
319,org.apache.camel:camel-file:3.4.4,1,499,793,0
320,org.geotools:gt-metadata:21.1,1,0,0,0
321,red.zyc.toolkit:kit-mybatis:1.0.1,1,3125,39,0
322,org.apache.shiro:shiro-event:1.4.0,1,27,40,0
323,io.netty:netty-transport-native-unix-common:4.1.60.Final,1,124,278,0
324,org.apache.shiro:shiro-event:1.4.2,1,26,40,0
325,org.apache.lucene:lucene-queryparser:8.6.1,1,0,0,0
326,org.springframework.security:spring-security-jwt:1.0.9.RELEASE,1,128,121,0
327,org.apache.dubbo:dubbo-spring-boot-autoconfigure-compatible:2.7.4.1,1,64,142,0
328,io.micrometer:micrometer-registry-wavefront:1.2.1,1,97,159,0
329,org.apache.camel.k:camel-kamelet-reify:1.6.0,1,49,36,0
330,com.daml:daml-lf-validation_2.12:1.6.0-snapshot.20201007.5314.0.b4a47d0b,1,944,4376,0
331,org.springframework.boot:spring-boot-actuator-autoconfigure:2.2.7.RELEASE,1,558,3001,0
332,org.apache.hadoop:hadoop-yarn-client:2.2.0,1,0,0,0
333,com.sun.xml.bind:jaxb-impl:2.2.4-1,1,0,0,0
334,software.amazon.awssdk:http-client-spi:2.10.36,1,109,494,0
335,org.apache.lucene:lucene-queryparser:8.6.2,1,1262,1448,0
336,org.xerial.snappy:snappy-java:1.1.1.3,1,267,228,0
337,org.hibernate.validator:hibernate-validator:6.0.17.Final,1,0,0,0
338,org.apache.shiro:shiro-web:1.2.3,1,176,732,0
339,org.apache.httpcomponents:httpmime:4.1.2,1,60,117,0
340,com.amazonaws:jmespath-java:1.11.538,1,55,127,0
341,org.eclipse.jetty:jetty-server:9.2.3.v20140905,1,2673,2188,0
342,org.mapdb:mapdb:1.0.8,1,1663,1954,0
343,org.eclipse.ditto:ditto-signals-commands-thingsearch:1.2.0,1,4039,431,0
344,net.luohuasheng.framework.components:basic-framework-components-dbinfo:1.1.0,1,57,160,0
345,org.springframework.security:spring-security-crypto:5.3.3.RELEASE,1,178,262,0
346,io.fogsy:empire-core:1.9.13,1,336,857,0
347,io.smallrye.reactive:smallrye-axle-generator:1.3.0,1,143,288,0
348,org.eclipse.jetty:jetty-io:9.4.35.v20201120,1,580,950,0
349,net.guerlab.smart.wx:smart-wx-core:20.2.2,1,348,367,0
350,org.typelevel:jawn-parser_2.12:1.0.0,1,207,621,0
351,org.netbeans.modules:org-netbeans-modules-dbschema:RELEASE121,1,1042,1260,0
352,org.apache.yetus:audience-annotations:0.11.0,1,54,29,0
353,org.netbeans.modules:org-netbeans-modules-dbschema:RELEASE123,1,716,1260,0
354,org.wildfly.common:wildfly-common:1.3.0.Final,1,0,0,0
355,org.apereo.cas:cas-server-core-authentication-mfa:5.3.16,1,91,165,0
356,io.smallrye.reactive:smallrye-reactive-messaging-api:2.7.1,1,71,307,0
357,org.springframework:spring-core:3.1.0.RELEASE,1,1022,2331,0
358,org.geckoprojects.emf:org.gecko.emf.utilities.query.model:1.0.12,1,3623,135,0
359,org.bndly.common.rest:org.bndly.common.rest.annotations:1.0.2,1,105,103,0
360,ch.qos.logback:logback-core:1.0.10,1,816,1762,0
361,org.springframework.cloud:spring-cloud-context:2.1.1.RELEASE,1,195,392,0
362,org.jetbrains.kotlin:kotlin-stdlib-common:1.4.0,1,0,0,0
363,org.testcontainers:database-commons:1.15.1,1,56,28,0
364,io.micrometer:micrometer-core:1.1.11,1,1027,4062,0
365,io.micrometer:micrometer-core:1.1.10,1,1283,4057,0
366,org.springframework:spring-orm:5.2.2.RELEASE,1,691,1138,0
367,org.springframework.cloud:spring-cloud-netflix-ribbon:2.2.6.RELEASE,1,132,406,0
368,com.amazonaws:aws-java-sdk-elasticsearch:1.11.368,1,0,0,0
369,org.specs2:specs2-junit_sjs1_2.11:4.10.5,1,5087,1433,0
370,org.springframework.cloud:spring-cloud-commons:1.3.0.RELEASE,1,141,433,0
371,org.kie.workbench.forms:kie-wb-common-dynamic-forms-api:7.44.0.Final,1,59,126,0
372,io.micrometer:micrometer-core:1.1.18,1,1299,4098,0
373,org.n52.arctic-sea:faroe-json:7.3.1,1,108,156,0
374,com.softwaremill.sttp.client:httpclient-backend_0.26:3.0.0-RC2,1,0,0,0
375,org.springframework.cloud:spring-cloud-connectors-core:2.0.7.RELEASE,1,136,199,0
376,org.infinispan.protostream:protostream:4.3.3.Final,1,0,0,0
377,org.springframework.security:spring-security-oauth2-core:5.3.4.RELEASE,1,123,465,0
378,org.eclipse.jetty:jetty-io:9.4.38.v20210224,1,668,992,0
