number,coordinate,opalTime,totalMergeTime,cgPool,mergeTime,UCHTime,opalNodes,opalEdges,mergeNodes,mergeEdges,dependencies
389,com.lmaye:spring-boot-starter-data-encryption:1.0.4-RELEASE,0,42405,40967,1438,478,0,0,53395,402310,org.springframework:spring-beans:5.3.1;org.slf4j:jul-to-slf4j:1.7.30;org.projectlombok:lombok:1.18.16;org.springframework.boot:spring-boot-autoconfigure:2.4.0;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.11.3;org.springframework:spring-aop:5.3.1;com.google.code.gson:gson:2.8.6;org.springframework:spring-core:5.3.1;com.lmaye:spring-boot-starter-data-encryption:1.0.4-RELEASE;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.11.3;org.springframework:spring-expression:5.3.1;org.springframework:spring-context:5.3.1;org.apache.logging.log4j:log4j-api:2.13.3;org.apache.logging.log4j:log4j-to-slf4j:2.13.3;org.yaml:snakeyaml:1.27;org.springframework.boot:spring-boot-starter-logging:2.4.0;com.fasterxml.jackson.core:jackson-annotations:2.11.3;org.apache.commons:commons-lang3:3.11;org.springframework:spring-web:5.3.1;ch.qos.logback:logback-core:1.2.3;com.fasterxml.jackson.core:jackson-databind:2.11.3;com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.3;jakarta.annotation:jakarta.annotation-api:1.3.5;commons-codec:commons-codec:1.15;com.fasterxml.jackson.core:jackson-core:2.11.3;org.springframework.boot:spring-boot:2.4.0;org.slf4j:slf4j-api:1.7.25;org.springframework:spring-jcl:5.3.1;org.springframework.boot:spring-boot-starter-json:2.4.0;org.springframework.boot:spring-boot-starter:2.4.0;ch.qos.logback:logback-classic:1.2.3
390,pl.fhframework:pubsub-standalone:4.8.1,,162476,144848,17628,1701,-1,-1,206200,5960832,org.aspectj:aspectjtools:1.9.4;org.springframework:spring-aop:5.1.2.RELEASE;com.sun.mail:javax.mail:1.5.2;org.springframework:spring-expression:5.1.2.RELEASE;org.apache.commons:commons-lang3:3.8.1;io.reactivex.rxjava2:rxjava:2.2.0;commons-logging:commons-logging:1.2;com.github.ben-manes.caffeine:caffeine:2.6.2;org.apache.commons:commons-configuration2:2.1.1;org.ejml:ejml-core:0.34;org.springframework:spring-web:5.1.2.RELEASE;org.springframework:spring-webmvc:5.1.2.RELEASE;org.ejml:ejml-ddense:0.34;org.springframework.boot:spring-boot:2.1.0.RELEASE;org.jboss.marshalling:jboss-marshalling-osgi:2.0.6.Final;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.9.7;commons-beanutils:commons-beanutils:1.9.3;org.apache.httpcomponents:httpcore:4.4.10;ch.qos.logback:logback-core:1.2.3;org.quartz-scheduler:quartz:2.3.0;pl.fhframework.commons:fhCommons:4.8.1;tec.uom.lib:uom-lib-common:1.0.2;commons-io:commons-io:2.5;org.springframework:spring-context:5.1.2.RELEASE;org.reactivestreams:reactive-streams:1.0.2;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.geotools:gt-referencing:20.2;org.infinispan:infinispan-core:9.4.0.Final;commons-codec:commons-codec:1.10;org.geotools:gt-opengis:20.2;org.geotools:gt-epsg-wkt:20.2;org.springframework:spring-websocket:5.1.2.RELEASE;org.springframework:spring-beans:5.1.2.RELEASE;org.slf4j:slf4j-api:1.7.25;commons-collections:commons-collections:3.2.2;javax.media:jai_core:1.1.3;org.slf4j:jcl-over-slf4j:1.7.25;tec.uom:uom-se:1.0.8;com.fasterxml.jackson.core:jackson-annotations:2.9.0;org.geotools:gt-api:20.2;pl.fhframework:coreLite:4.8.1;org.springframework.data:spring-data-commons:2.1.2.RELEASE;net.sf.geographiclib:GeographicLib-Java:1.49;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.1.1.Final;pl.fhframework:pubsub-standalone:4.8.1;com.esri.geometry:esri-geometry-api:2.2.2;org.springframework.boot:spring-boot-autoconfigure:2.1.0.RELEASE;com.fasterxml.jackson.core:jackson-core:2.9.6;org.springframework:spring-tx:5.1.2.RELEASE;si.uom:si-quantity:0.7.1;jgridshift:jgridshift:1.0;org.springframework.security:spring-security-config:5.1.1.RELEASE;javax.measure:unit-api:1.0;org.aspectj:aspectjrt:1.9.4;systems.uom:systems-common-java8:0.7.2;org.aspectj:aspectjweaver:1.9.4;org.geotools:gt-metadata:20.2;org.springframework:spring-core:5.1.2.RELEASE;org.locationtech.jts:jts-core:1.16.0;org.infinispan:infinispan-commons:9.4.0.Final;org.springframework.security:spring-security-core:5.1.1.RELEASE;org.slf4j:log4j-over-slf4j:1.7.25;org.jgroups:jgroups:4.0.15.Final;org.apache.commons:commons-email:1.4;org.springframework:spring-jcl:5.1.2.RELEASE;javax.activation:activation:1.1.1;org.apache.commons:commons-csv:1.4;org.apache.httpcomponents:httpclient:4.5.6;com.mchange:mchange-commons-java:0.2.11;org.springframework.security:spring-security-web:5.1.1.RELEASE;commons-pool:commons-pool:1.5.4;com.fasterxml.jackson.core:jackson-databind:2.9.7;pl.fhframework.aspects:fhAspects:4.8.1;org.slf4j:jul-to-slf4j:1.7.25;org.springframework:spring-context-support:5.1.2.RELEASE;si.uom:si-units-java8:0.7.1;ch.qos.logback:logback-classic:1.2.3
391,org.apache.camel.quarkus:camel-quarkus-aws2-eks-deployment:1.6.0,0,99242,88113,11129,1555,0,0,153535,3514254,org.codehaus.plexus:plexus-utils:3.2.1;io.vertx:vertx-auth-common:3.9.5;org.apache.camel:camel-base:3.7.0;org.apache.maven.resolver:maven-resolver-connector-basic:1.4.1;org.apache.maven.wagon:wagon-http-shared:3.3.4;org.ow2.asm:asm:9.0;io.quarkus:quarkus-vertx-http-dev-console-spi:1.11.0.Final;org.apache.camel:camel-support:3.7.0;io.smallrye.common:smallrye-common-io:1.5.0;commons-logging:commons-logging:1.2;io.smallrye.common:smallrye-common-expression:1.5.0;io.netty:netty-handler:4.1.49.Final;io.quarkus.gizmo:gizmo:1.0.6.Final;org.codehaus.plexus:plexus-component-annotations:2.1.0;org.eclipse.microprofile.config:microprofile-config-api:1.4;io.quarkus:quarkus-vertx-http-dev-console-runtime-spi:1.11.0.Final;io.netty:netty-codec:4.1.49.Final;io.netty:netty-codec-http:4.1.49.Final;org.sonatype.plexus:plexus-sec-dispatcher:1.4;org.jsoup:jsoup:1.12.1;org.apache.camel:camel-management-api:3.7.0;org.slf4j:slf4j-api:1.7.30;io.netty:netty-buffer:4.1.49.Final;commons-io:commons-io:2.5;org.apache.camel.quarkus:camel-quarkus-support-common:1.6.0;org.reactivestreams:reactive-streams:1.0.2;io.netty:netty-handler-proxy:4.1.49.Final;org.ow2.asm:asm-tree:9.0;org.apache.camel:camel-api:3.7.0;com.fasterxml.jackson.core:jackson-core:2.10.4;io.quarkus:quarkus-core:1.11.0.Final;org.eclipse.sisu:org.eclipse.sisu.plexus:0.3.4;io.quarkus:quarkus-jaxp:1.11.0.Final;org.glassfish.jaxb:txw2:2.3.3-b02;com.google.inject:guice:4.2.1;org.apache.maven.resolver:maven-resolver-impl:1.4.1;io.netty:netty-resolver-dns:4.1.49.Final;software.amazon.awssdk:http-client-spi:2.15.43;com.google.guava:guava:25.1-android;io.vertx:vertx-bridge-common:3.9.5;io.netty:netty-codec-socks:4.1.49.Final;org.apache.maven:maven-artifact:3.6.3;software.amazon.awssdk:protocol-core:2.15.43;org.apache.camel:camel-core-catalog:3.7.0;org.jboss.threads:jboss-threads:3.2.0.Final;org.apache.camel.quarkus:camel-quarkus-support-aws2-deployment:1.6.0;org.apache.maven.shared:maven-shared-utils:3.2.1;org.apache.maven.wagon:wagon-http:3.3.4;org.codehaus.plexus:plexus-interpolation:1.25;io.smallrye.common:smallrye-common-function:1.5.0;org.apache.maven.wagon:wagon-provider-api:3.3.4;org.apache.camel.quarkus:camel-quarkus-aws2-eks-deployment:1.6.0;org.jboss.slf4j:slf4j-jboss-logmanager:1.1.0.Final;software.amazon.awssdk:aws-json-protocol:2.15.43;io.netty:netty-codec-http2:4.1.49.Final;org.apache.camel:camel-microprofile-config:3.7.0;io.quarkus:quarkus-development-mode-spi:1.11.0.Final;org.apache.maven:maven-settings-builder:3.6.3;io.quarkus.arc:arc-processor:1.11.0.Final;org.apache.camel.quarkus:camel-quarkus-aws2-eks:1.6.0;com.fasterxml.jackson.core:jackson-annotations:2.10.4;io.smallrye.config:smallrye-config-common:1.10.0;org.apache.camel:camel-endpointdsl:3.7.0;io.quarkus:quarkus-devtools-utilities:1.11.0.Final;org.apache.maven:maven-settings:3.6.3;software.amazon.awssdk:auth:2.15.43;jakarta.annotation:jakarta.annotation-api:1.3.5;jakarta.el:jakarta.el-api:3.0.3;software.amazon.awssdk:apache-client:2.15.43;io.vertx:vertx-core:3.9.5;org.apache.camel:camel-tooling-model:3.7.0;org.sonatype.plexus:plexus-cipher:1.4;org.jboss.logging:jboss-logging-annotations:2.2.0.Final;io.vertx:vertx-web:3.9.5;commons-cli:commons-cli:1.4;io.quarkus:quarkus-builder:1.11.0.Final;org.apache.camel.quarkus:camel-quarkus-support-commons-logging:1.6.0;org.apache.maven.resolver:maven-resolver-api:1.4.1;org.apache.camel:camel-util-json:3.7.0;org.apache.maven:maven-model:3.6.3;io.smallrye.common:smallrye-common-classloader:1.5.0;jakarta.transaction:jakarta.transaction-api:1.3.3;org.apache.camel:camel-core-model:3.7.0;org.apache.maven.resolver:maven-resolver-transport-wagon:1.4.1;io.quarkus:quarkus-bootstrap-app-model:1.11.0.Final;org.ow2.asm:asm-analysis:9.0;io.quarkus:quarkus-core-deployment:1.11.0.Final;org.apache.commons:commons-lang3:3.8.1;org.apache.maven:maven-embedder:3.6.3;org.apache.camel:camel-componentdsl:3.7.0;org.wildfly.common:wildfly-common:1.5.4.Final-format-001;software.amazon.awssdk:profiles:2.15.43;jakarta.inject:jakarta.inject-api:1.0;software.amazon.awssdk:aws-core:2.15.43;org.jboss.logging:commons-logging-jboss-logging:1.0.0.Final;org.jboss:jandex:2.2.2.Final;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:2.0.0.Final;org.apache.maven:maven-repository-metadata:3.6.3;org.apache.camel:camel-base-engine:3.7.0;software.amazon.awssdk:metrics-spi:2.15.43;org.apache.maven.resolver:maven-resolver-spi:1.4.1;org.apache.maven:maven-builder-support:3.6.3;org.apache.httpcomponents:httpcore:4.4.11;io.netty:netty-resolver:4.1.49.Final;org.codehaus.plexus:plexus-classworlds:2.6.0;software.amazon.awssdk:sdk-core:2.15.43;jakarta.ejb:jakarta.ejb-api:3.2.6;io.smallrye.common:smallrye-common-constraint:1.5.0;io.quarkus.arc:arc:1.11.0.Final;software.amazon.awssdk:eks:2.15.43;org.apache.camel:camel-core-processor:3.7.0;org.apache.camel.quarkus:camel-quarkus-support-aws2:1.6.0;commons-codec:commons-codec:1.11;io.quarkus:quarkus-bootstrap-core:1.11.0.Final;org.glassfish.jaxb:jaxb-runtime:2.3.3-b02;io.quarkus:quarkus-bootstrap-runner:1.11.0.Final;org.apache.maven:maven-core:3.6.3;org.apache.camel:camel-core-languages:3.7.0;io.quarkus:quarkus-arc-deployment:1.11.0.Final;org.apache.camel:camel-util:3.7.0;com.sun.istack:istack-commons-runtime:3.0.10;org.apache.camel.quarkus:camel-quarkus-support-commons-logging-deployment:1.6.0;org.apache.camel:camel-aws2-eks:3.7.0;software.amazon.awssdk:annotations:2.15.43;org.apache.maven:maven-plugin-api:3.6.3;org.apache.maven.resolver:maven-resolver-util:1.4.1;jakarta.enterprise:jakarta.enterprise.cdi-api:2.0.2;io.smallrye.common:smallrye-common-annotation:1.5.0;io.netty:netty-transport:4.1.49.Final;org.ow2.asm:asm-util:9.0;org.jboss.logging:jboss-logging:3.4.1.Final;io.quarkus:quarkus-arc:1.11.0.Final;jakarta.interceptor:jakarta.interceptor-api:1.2.5;org.apache.camel.quarkus:camel-quarkus-support-common-deployment:1.6.0;org.apache.camel:camel-core-engine:3.7.0;software.amazon.awssdk:regions:2.15.43;org.apache.httpcomponents:httpclient:4.5.13;software.amazon.awssdk:utils:2.15.43;com.sun.activation:jakarta.activation:1.2.1;io.quarkus:quarkus-bootstrap-gradle-resolver:1.11.0.Final;org.eclipse.sisu:org.eclipse.sisu.inject:0.3.4;io.vertx:vertx-web-common:3.9.5;io.smallrye.config:smallrye-config:1.10.0;org.graalvm.sdk:graal-sdk:20.3.0;org.apache.maven.wagon:wagon-file:3.3.4;org.apache.maven:maven-model-builder:3.6.3;org.eclipse.microprofile.context-propagation:microprofile-context-propagation-api:1.0.1;com.fasterxml.jackson.core:jackson-databind:2.10.4;io.quarkus:quarkus-bootstrap-maven-resolver:1.11.0.Final;io.quarkus:quarkus-ide-launcher:1.11.0.Final;io.quarkus:quarkus-jaxp-deployment:1.11.0.Final;org.jboss.logmanager:jboss-logmanager-embedded:1.0.6;org.apache.camel:camel-core-reifier:3.7.0;software.amazon.eventstream:eventstream:1.0.1;io.quarkus:quarkus-class-change-agent:1.11.0.Final;org.apache.camel.quarkus:camel-quarkus-core-deployment:1.6.0;io.netty:netty-common:4.1.49.Final;org.apache.maven:maven-resolver-provider:3.6.3;org.apache.camel.quarkus:camel-quarkus-core:1.6.0;io.netty:netty-codec-dns:4.1.49.Final
392,com.ohadr:common-crypto:2.1-RELEASE,0,16753,16281,472,195,0,0,20323,92805,org.springframework:spring-context:4.2.4.RELEASE;org.springframework:spring-web:4.2.4.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-tx:4.2.4.RELEASE;commons-codec:commons-codec:1.5;org.springframework:spring-jdbc:4.2.4.RELEASE;org.apache.commons:commons-lang3:3.1;org.springframework:spring-aop:4.2.4.RELEASE;org.springframework:spring-core:4.2.4.RELEASE;commons-logging:commons-logging:1.2;javax.servlet:servlet-api:2.5;org.springframework.security:spring-security-core:4.0.3.RELEASE;com.ohadr:common-crypto:2.1-RELEASE;log4j:log4j:1.2.17;org.springframework:spring-expression:4.2.4.RELEASE;org.springframework.security:spring-security-config:4.0.3.RELEASE;org.springframework:spring-beans:4.2.4.RELEASE
393,org.elasticsearch.plugin:transport-netty4-client:6.8.13,3340,9165,8880,285,173,15929,92074,15545,75538,io.netty:netty-codec:4.1.32.Final;io.netty:netty-codec-http:4.1.32.Final;org.elasticsearch.plugin:transport-netty4-client:6.8.13;io.netty:netty-buffer:4.1.32.Final;io.netty:netty-resolver:4.1.32.Final;io.netty:netty-common:4.1.32.Final;io.netty:netty-handler:4.1.32.Final;io.netty:netty-transport:4.1.32.Final
394,com.github.anylogic:alogic-together:1.6.13,19476,54298,52271,2027,457,56387,762344,54895,616391,org.slf4j:slf4j-api:1.7.22;com.google.code.gson:gson:2.8.0;org.bouncycastle:bcprov-jdk15on:1.59;de.javakaffee:kryo-serializers:0.38;com.sun.mail:javax.mail:1.5.2;commons-codec:commons-codec:1.9;com.atlassian.commonmark:commonmark:0.15.0;net.minidev:json-smart:1.2;org.bouncycastle:bcpkix-jdk15on:1.59;org.ow2.asm:asm:5.0.4;commons-logging:commons-logging:1.2;com.esotericsoftware:reflectasm:1.11.3;com.github.anylogic:alogic-dbcp:1.6.13;com.github.anylogic:alogic-rpc:1.6.13;com.github.anylogic:alogic-together:1.6.13;org.apache.httpcomponents:httpclient:4.5.2;org.yaml:snakeyaml:1.24;org.tukaani:xz:1.5;com.google.re2j:re2j:1.2;com.jayway.jsonpath:json-path:0.9.0;org.apache.commons:commons-compress:1.8;org.jsoup:jsoup:1.13.1;org.javassist:javassist:3.20.0-GA;javax.servlet:javax.servlet-api:3.1.0;org.apache.commons:commons-email:1.4;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpcore:4.4.4;com.atlassian.commonmark:commonmark-ext-gfm-tables:0.15.0;commons-io:commons-io:2.2;com.esotericsoftware:minlog:1.3.0;com.google.zxing:core:3.3.0;com.github.anylogic:alogic-common:1.6.13;org.objenesis:objenesis:2.2;org.apache.commons:commons-lang3:3.4;javax.activation:activation:1.1.1;com.github.anylogic:alogic-core:1.6.13;commons-fileupload:commons-fileupload:1.3.1;org.apache.httpcomponents:httpmime:4.5.2;com.github.anylogic:alogic-auth:1.6.13;com.esotericsoftware:kryo:4.0.0
395,io.github.pityka:flatjoin-circe_2.13:0.0.15,0,84657,71642,13015,1391,0,0,171675,4972935,org.typelevel:jawn-parser_2.13:1.0.0;io.github.pityka:flatjoin-core_2.13:0.0.15;org.typelevel:cats-kernel_2.13:2.1.0;com.typesafe.scala-logging:scala-logging_2.13:3.9.2;org.scala-lang:scala-reflect:2.13.0;io.circe:circe-parser_2.13:0.13.0;org.typelevel:cats-core_2.13:2.1.0;io.circe:circe-jawn_2.13:0.13.0;org.scala-lang:scala-library:2.13.5;io.circe:circe-core_2.13:0.13.0;io.github.pityka:flatjoin-circe_2.13:0.0.15;org.typelevel:cats-macros_2.13:2.1.0;org.slf4j:slf4j-api:1.7.26;io.circe:circe-numbers_2.13:0.13.0
396,com.lihaoyi:fansi_sjs1_3.0.0-RC1:0.2.11,469,3480,3462,18,29,564,748,541,677,com.lihaoyi:sourcecode_sjs1_3.0.0-RC1:0.2.4;com.lihaoyi:fansi_sjs1_3.0.0-RC1:0.2.11
397,com.github.cjhit:fdp-core:1.0.4,,101345,90894,10451,1396,-1,-1,141114,2975907,com.github.pagehelper:pagehelper:5.1.8;com.fasterxml.jackson.core:jackson-databind:2.9.9.3;net.minidev:accessors-smart:1.2;org.hamcrest:hamcrest-core:1.3;org.springframework:spring-jcl:5.1.9.RELEASE;tk.mybatis:mapper-extra:1.1.1;org.mapstruct:mapstruct:1.2.0.Final;junit:junit:4.12;io.springfox:springfox-schema:2.9.2;com.fasterxml:classmate:1.4.0;org.assertj:assertj-core:3.11.1;org.springframework:spring-beans:5.1.9.RELEASE;org.mockito:mockito-core:2.23.4;org.springframework.boot:spring-boot-starter-test:2.1.8.RELEASE;commons-fileupload:commons-fileupload:1.4;ch.qos.logback:logback-core:1.2.3;com.fasterxml.jackson.module:jackson-module-parameter-names:2.9.9;org.hibernate.validator:hibernate-validator:6.0.17.Final;org.springframework.boot:spring-boot-starter-tomcat:2.1.8.RELEASE;org.springframework.boot:spring-boot-test:2.1.8.RELEASE;org.springframework:spring-web:5.1.9.RELEASE;org.springframework.boot:spring-boot-starter-json:2.1.8.RELEASE;io.swagger:swagger-models:1.5.20;org.hamcrest:hamcrest-library:1.3;org.mybatis:mybatis-spring:1.3.2;org.springframework:spring-test:5.1.9.RELEASE;org.slf4j:slf4j-api:1.7.25;tk.mybatis:mapper-core:1.1.1;com.fasterxml.jackson.core:jackson-annotations:2.9.0;org.springframework.boot:spring-boot-autoconfigure:2.1.8.RELEASE;com.vaadin.external.google:android-json:0.0.20131108.vaadin1;org.springframework.plugin:spring-plugin-core:1.2.0.RELEASE;io.springfox:springfox-swagger-ui:2.9.2;javax.annotation:javax.annotation-api:1.3.2;net.bytebuddy:byte-buddy:1.9.3;io.springfox:springfox-swagger2:2.9.2;com.github.pagehelper:pagehelper-spring-boot-autoconfigure:1.2.10;com.google.code.gson:gson:2.6.2;tk.mybatis:mapper-spring-boot-starter:2.1.1;org.mybatis:mybatis:3.4.6;org.springframework.boot:spring-boot:2.1.8.RELEASE;net.minidev:json-smart:2.3;org.ow2.asm:asm:5.0.4;org.apache.tomcat.embed:tomcat-embed-websocket:9.0.24;org.springframework.boot:spring-boot-test-autoconfigure:2.1.8.RELEASE;org.springframework:spring-tx:5.1.2.RELEASE;tk.mybatis:mapper-spring-boot-autoconfigure:2.1.1;org.springframework.boot:spring-boot-starter-web:2.1.8.RELEASE;org.springframework:spring-jdbc:5.1.2.RELEASE;com.github.cjhit:fdp-core:1.0.4;org.xmlunit:xmlunit-core:2.6.3;org.apache.tomcat.embed:tomcat-embed-core:9.0.24;org.springframework:spring-webmvc:5.1.9.RELEASE;org.freemarker:freemarker:2.3.29;org.springframework:spring-aop:5.1.9.RELEASE;io.swagger:swagger-annotations:1.5.20;javax.validation:validation-api:2.0.1.Final;org.objenesis:objenesis:2.6;org.mybatis.spring.boot:mybatis-spring-boot-starter:1.3.2;com.jayway.jsonpath:json-path:2.4.0;mysql:mysql-connector-java:5.1.44;org.slf4j:jul-to-slf4j:1.7.28;ch.qos.logback:logback-classic:1.2.3;io.springfox:springfox-swagger-common:2.9.2;javax.xml.bind:jaxb-api:2.3.0;com.github.pagehelper:pagehelper-spring-boot-starter:1.2.10;org.springframework.boot:spring-boot-starter-jdbc:2.1.0.RELEASE;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.9.9;javax.persistence:persistence-api:1.0;org.apache.logging.log4j:log4j-api:2.11.2;org.apache.logging.log4j:log4j-to-slf4j:2.11.2;tk.mybatis:mapper-weekend:1.1.4.3;com.alibaba:fastjson:1.2.56;org.springframework.boot:spring-boot-starter-logging:2.1.8.RELEASE;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.9.9;org.apache.commons:commons-lang3:3.7;org.springframework.boot:spring-boot-starter-freemarker:2.1.8.RELEASE;io.springfox:springfox-spring-web:2.9.2;io.springfox:springfox-spi:2.9.2;org.springframework:spring-expression:5.1.9.RELEASE;tk.mybatis:mapper-base:1.1.1;org.springframework:spring-context:5.1.9.RELEASE;org.skyscreamer:jsonassert:1.5.0;com.google.guava:guava:20.0;org.jboss.logging:jboss-logging:3.3.2.Final;org.projectlombok:lombok:1.16.18;org.springframework.boot:spring-boot-starter:2.1.8.RELEASE;io.springfox:springfox-core:2.9.2;org.springframework.plugin:spring-plugin-metadata:1.2.0.RELEASE;org.mybatis.spring.boot:mybatis-spring-boot-autoconfigure:1.3.2;com.github.jsqlparser:jsqlparser:1.2;org.yaml:snakeyaml:1.23;com.fasterxml.jackson.core:jackson-core:2.9.9;com.zaxxer:HikariCP:3.2.0;org.springframework:spring-context-support:5.1.9.RELEASE;org.springframework:spring-core:5.1.9.RELEASE;tk.mybatis:mapper-spring:1.1.1;org.apache.tomcat.embed:tomcat-embed-el:9.0.24;net.bytebuddy:byte-buddy-agent:1.9.3
398,io.fabric8:docker-maven-plugin:0.15.1,0,52957,50854,2103,515,0,0,64569,759205,com.github.jnr:jnr-enxio:0.9;org.slf4j:jcl-over-slf4j:1.5.6;org.slf4j:slf4j-nop:1.5.3;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven:maven-error-diagnostics:2.2.1;classworlds:classworlds:1.1;org.apache.jackrabbit:jackrabbit-webdav:1.5.0;com.github.jnr:jnr-posix:3.0.12;org.codehaus.plexus:plexus-interactivity-api:1.0-alpha-4;backport-util-concurrent:backport-util-concurrent:3.1;org.ow2.asm:asm-commons:5.0.3;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.reporting:maven-reporting-api:2.2.1;org.iq80.snappy:snappy:0.3;commons-logging:commons-logging:1.1.3;org.ow2.asm:asm-tree:5.0.3;org.codehaus.plexus:plexus-archiver:3.0.1;org.sonatype.plexus:plexus-sec-dispatcher:1.3;org.apache.maven.shared:maven-common-artifact-filters:1.4;org.apache.maven.plugins:maven-assembly-plugin:2.6;org.slf4j:slf4j-jdk14:1.5.6;commons-io:commons-io:2.2;joda-time:joda-time:2.8.2;com.github.jnr:jnr-ffi:2.0.3;org.apache.maven.wagon:wagon-webdav-jackrabbit:1.0-beta-6;org.apache.maven:maven-profile:2.2.1;org.apache.maven.shared:maven-repository-builder:1.0;org.apache.maven.doxia:doxia-sink-api:1.1;org.apache.maven:maven-core:2.2.1;org.apache.maven.wagon:wagon-ssh-external:1.0-beta-6;org.apache.maven.wagon:wagon-http:1.0-beta-6;org.apache.maven.shared:file-management:1.1;com.github.jnr:jnr-unixsocket:0.8;org.apache.maven.shared:maven-shared-utils:0.6;org.codehaus.plexus:plexus-container-default:1.0-alpha-9-stable-1;org.apache.maven:maven-monitor:2.2.1;junit:junit:3.8.1;org.codehaus.plexus:plexus-io:2.6;org.slf4j:slf4j-api:1.5.6;org.apache.maven:maven-artifact-manager:2.2.1;commons-codec:commons-codec:1.6;org.codehaus.plexus:plexus-interpolation:1.22;org.bouncycastle:bcpkix-jdk15on:1.51;commons-httpclient:commons-httpclient:3.0;org.sonatype.plexus:plexus-build-api:0.0.4;org.apache.maven:maven-archiver:2.5;org.apache.commons:commons-lang3:3.3.2;org.apache.maven:maven-artifact:2.2.1;org.apache.maven.wagon:wagon-ssh:1.0-beta-6;org.ow2.asm:asm:5.0.3;org.codehaus.plexus:plexus-utils:3.0.21;org.bouncycastle:bcprov-jdk15on:1.51;org.apache.maven:maven-plugin-descriptor:2.2.1;org.apache.maven:maven-plugin-parameter-documenter:2.2.1;com.google.guava:guava:18.0;com.jcraft:jsch:0.1.38;io.fabric8:docker-maven-plugin:0.15.1;org.apache.maven.shared:maven-filtering:1.3;org.ow2.asm:asm-util:5.0.3;com.github.jnr:jffi:1.2.9;nekohtml:xercesMinimal:1.9.6.2;org.apache.httpcomponents:httpcore:4.3.3;org.apache.maven:maven-settings:2.2.1;com.github.jnr:jnr-x86asm:1.0.2;nekohtml:nekohtml:1.9.6.2;org.apache.maven:maven-model:2.2.1;org.apache.httpcomponents:httpclient:4.3.6;org.apache.maven.shared:maven-shared-io:1.1;org.apache.maven.doxia:doxia-logging-api:1.1;com.github.jnr:jnr-constants:0.8.7;org.sonatype.plexus:plexus-cipher:1.4;com.google.code.findbugs:jsr305:2.0.1;org.apache.maven.wagon:wagon-ssh-common:1.0-beta-6;org.fusesource.jansi:jansi:1.11;org.apache.jackrabbit:jackrabbit-jcr-commons:1.5.0;org.apache.maven:maven-plugin-api:2.2.1;org.ow2.asm:asm-analysis:5.0.3;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven:maven-repository-metadata:2.2.1;org.json:json:20140107;commons-cli:commons-cli:1.2;org.yaml:snakeyaml:1.16
