number,coordinate,occurrence,isolatedRevisionTime,nodes,edges
8826,org.opencastproject:opencast-capture-admin-service-api:8.8,1,20,28,0
8827,io.dropwizard.metrics:metrics-servlets:4.1.14,1,39,47,0
8828,net.n2oapp.platform:n2o-platform-starter-jwt:4.2.5,1,2729,0,0
8829,top.dcenter:basic-detail-example:1.1.2,1,4061,23,0
8830,io.grpc:grpc-context:1.0.1,1,64,111,0
8831,net.sf.supercsv:super-csv:2.1.0,1,249,381,0
8832,org.uberfire:uberfire-commons-editor-client:7.48.0.Final,1,298,1586,0
8833,org.jboss.spec.javax.jms:jboss-jms-api_1.1_spec:1.0.1.Final,1,93,307,0
8834,org.apache.streampipes:streampipes-messaging:0.67.0,1,33,35,0
8835,org.springframework.boot:spring-boot:2.0.2.RELEASE,1,2361,4666,0
8836,org.elasticsearch.plugin:parent-join-client:7.7.0,1,170,349,0
8837,com.haoxuer.discover:discover-common-rest:3.2.5-20210225,1,61,124,0
8838,org.eclipse.che.core:che-core-api-workspace:7.24.1,1,749,2012,0
8839,com.lightbend.lagom:lagom-javadsl-api_2.11:1.3.0-M1,1,455,867,0
8840,org.glassfish.jersey.media:jersey-media-json-jackson:2.21.1,1,38,43,0
8841,co.cask.cdap:cdap-kafka-flow-core:0.9.0,1,56,76,0
8842,org.apache.jena:jena-base:3.0.0,1,665,1474,0
8843,com.gitlab.cdc-java.util:cdc-util-xml:0.6.0,1,221,344,0
8844,com.alkacon:geranium-client:2.0,1,5981,1891,0
8845,org.apache.tomcat:tomcat-catalina-ha:9.0.31,1,483,582,0
8846,com.google.guava:guava:26.0-android,1,7581,14878,0
8847,org.springframework:spring-expression:5.2.11.RELEASE,1,654,1068,0
8848,io.netty:netty-common:4.1.55.Final,1,2051,3746,0
8849,org.mortbay.jetty:jetty-sslengine:6.1.26,1,211,76,0
8850,org.netbeans.modules:org-netbeans-modules-editor-breadcrumbs:RELEASE122,1,68,107,0
8851,org.apache.tomcat:tomcat-catalina-ha:9.0.34,1,493,584,0
8852,org.netbeans.modules:org-netbeans-modules-editor-breadcrumbs:RELEASE121,1,63,107,0
8853,org.infinispan:infinispan-component-annotations:12.0.1.Final,1,138,43,0
8854,org.netbeans.modules:org-netbeans-modules-editor-breadcrumbs:RELEASE123,1,90,107,0
8855,org.apache.ws.security:wss4j:1.5.11-wso2v18,1,0,0,0
8856,org.mongodb:bson:3.12.8,1,1445,3379,0
8857,tz.co.asoft:access-system-jvm:0.0.14,1,407,291,0
8858,org.mongodb:bson:3.12.0,1,960,3378,0
8859,org.netbeans.modules:org-netbeans-modules-web-browser-api:RELEASE123,1,246,501,0
8860,org.netbeans.modules:org-netbeans-modules-web-browser-api:RELEASE121,1,230,501,0
8861,org.kie.soup:kie-soup-project-datamodel-commons:7.50.0.Final,1,69,169,0
8862,org.opencastproject:opencast-waveform-api:9.2,1,21,4,0
8863,com.squareup.retrofit2:converter-jackson:2.9.0,1,22,12,0
8864,org.springframework.ws:spring-ws-core:3.0.8.RELEASE,1,1421,2413,0
8865,jline:jline:2.14.6,1,1087,1058,0
8866,io.liftwizard:liftwizard-servlet-logging-mdc-clear-keys:0.10.0,1,34,4,0
8867,jline:jline:2.14.3,1,981,1055,0
8868,net.kyori:examination-string:1.1.0,1,121,141,0
8869,org.apache.tomcat.embed:tomcat-embed-core:9.0.22,1,10645,15149,0
8870,software.amazon.awscdk:servicediscovery:1.72.0,1,302,1005,0
8871,org.apache.tomcat.embed:tomcat-embed-core:9.0.21,1,9284,15134,0
8872,org.scalacheck:scalacheck_sjs1_2.12:1.15.1,1,4151,15337,0
8873,org.springframework.webflow:spring-webflow:2.4.8.RELEASE,1,813,3040,0
8874,org.apache.lucene:lucene-grouping:7.3.1,1,244,248,0
8875,org.apache.tomcat.embed:tomcat-embed-core:9.0.27,1,20089,15219,0
8876,org.springframework.data:spring-data-commons:1.12.3.RELEASE,1,1012,2800,0
8877,org.netbeans.modules:org-netbeans-modules-websvc-jaxws21:RELEASE123,1,27,0,0
8878,org.apache.tomcat.embed:tomcat-embed-core:9.0.24,1,11543,15198,0
8879,org.eclipse.platform:org.eclipse.osgi.compatibility.state:1.2.200,1,2821,1054,0
8880,org.igniterealtime.smack.wso2:smackx:3.0.4.wso2v1,1,0,0,0
8881,com.github.lolgab:native-loop-core_native0.4_2.11:0.2.0,1,58,241,0
8882,com.soywiz.korlibs.korgw:korgw-js:2.0.9,1,26,0,0
8883,org.twister2:checkpointing-api-java:0.8.0,1,22,14,0
8884,org.uberfire:uberfire-commons-editor-client:7.51.0.Final,1,442,1586,0
8885,net.sf.jnati:jnati-core:0.4,1,51,56,0
8886,com.soywiz.korlibs.kds:kds-watchosx86:2.0.9,1,32,0,0
8887,com.aspectran:aspectran-embed:6.9.6,1,3594,89,0
8888,org.webjars.npm:diff:3.5.0,1,24,0,0
8889,io.ultreia.java4all:java-util:1.0.10,1,358,129,0
8890,org.opendaylight.ovsdb:hwvtepsouthbound-api:1.11.2,1,317,1600,0
8891,org.opendaylight.ovsdb:hwvtepsouthbound-api:1.11.1,1,351,1600,0
8892,com.datumbox:lpsolve:5.5.2.0,1,45,257,0
8893,org.apache.skywalking:telemetry-api:8.2.0,1,59,82,0
8894,org.apache.tomcat.embed:tomcat-embed-core:9.0.19,1,9662,14980,0
8895,org.jboss.errai:errai-ui:4.10.0.Final,1,462,684,0
8896,org.apache.streampipes:streampipes-dataformat-json:0.67.0,1,24,6,0
8897,io.ray:ray-api:1.2.0,1,4903,746,0
8898,com.github.tkrs:fluflu-core_2.12:0.24.2,1,4534,494,0
8899,com.twitter:finagle-netty4_2.13:21.1.0,1,416,2135,0
8900,org.apache.james:apache-mime4j:0.6,1,1245,1921,0
8901,com.mantledillusion.metrics:trail-metrics-support-vaadin-core:1.0.0,1,170,50,0
8902,org.apache.camel:camel-xpath:3.4.5,1,95,163,0
8903,org.apache.camel:camel-xpath:3.4.4,1,160,163,0
8904,io.micronaut:micronaut-http:2.1.3,1,890,2117,0
8905,io.datarouter:datarouter-job:0.0.64,1,21,0,0
8906,org.wildfly.security:wildfly-elytron-util:1.10.4.Final,1,60,197,0
8907,org.netbeans.modules:org-netbeans-core-execution:RELEASE121,1,140,293,0
8908,org.netbeans.modules:org-netbeans-core-execution:RELEASE123,1,101,298,0
8909,io.micronaut:micronaut-http:2.1.4,1,1401,2118,0
8910,com.codeborne.replay:framework:1.8.6,1,3570,2933,0
8911,org.jboss.errai:errai-ioc:4.10.0.Final,1,1127,1856,0
8912,software.amazon.awssdk:profiles:2.16.16,1,76,198,0
8913,io.zipkin.brave:brave:5.13.2,1,1656,1432,0
8914,com.github.splunk.lightproto:lightproto-code-generator:0.3,1,4437,225,0
8915,com.fasterxml.jackson.dataformat:jackson-dataformat-xml:2.4.5,1,374,463,0
8916,org.apache.maven:maven-project:2.0.4,1,409,540,0
8917,org.apache.maven:maven-project:2.0.8,1,404,553,0
8918,org.springframework.boot:spring-boot-starter-tomcat:2.2.11.RELEASE,1,33,0,0
8919,com.google.guava:guava:30.1.1-jre,1,7164,17241,0
8920,org.apache.camel.springboot:camel-core-starter:3.4.5,1,174,326,0
8921,org.ow2.easywsdl:easywsdl-wsdl:2.7.0,1,977,2382,0
8922,org.scala-lang.modules:scala-xml_2.11:1.0.4,1,1345,4221,0
8923,org.onosproject:onos-apps-gangliametrics:1.7.1,1,3564,31,0
8924,org.scala-lang.modules:scala-xml_2.11:1.0.5,1,1004,4221,0
8925,org.scala-lang.modules:scala-xml_2.11:1.0.6,1,953,4207,0
8926,org.bytedeco.javacpp-presets:libdc1394:2.2.5-1.4.3,1,54,724,0
8927,com.twitter:finagle-thrift_2.9.2:6.5.2,1,436,1823,0
8928,org.scala-lang.modules:scala-xml_2.11:1.0.1,1,826,4221,0
8929,org.apache.camel:camel-kubernetes:3.8.0,1,3352,1137,0
8930,org.springframework:spring-webmvc:5.2.8.RELEASE,1,1311,4763,0
8931,org.springframework.boot:spring-boot-starter-reactor-netty:2.3.4.RELEASE,1,15,0,0
8932,org.typelevel:cats-kernel_2.13:2.0.0,1,10518,67337,0
8933,org.refcodes:refcodes-mixin:2.1.1,1,192,584,0
8934,org.webjars.npm:node-fetch:3.0.0-beta.9,1,3035,0,0
8935,org.springframework.boot:spring-boot:2.2.0.RELEASE,1,1652,5333,0
8936,org.kie.workbench.stunner:kie-wb-common-stunner-lienzo-extensions:7.51.0.Final,1,74,156,0
8937,com.helger.phive.rules:phive-rules-teapps:2.0.3,1,3135,4,0
8938,org.apache.jackrabbit:oak-api:1.22.5,1,317,312,0
8939,io.netty:netty-codec-socks:4.1.48.Final,1,202,410,0
8940,io.zipkin.reporter2:zipkin-reporter:2.8.4,1,65,137,0
8941,org.springframework.security:spring-security-core:5.3.0.RELEASE,1,541,1900,0
8942,io.springfox:springfox-schema:2.8.0,1,109,281,0
8943,org.springframework:spring-web:5.1.10.RELEASE,1,2493,7903,0
8944,org.glassfish.jersey.media:jersey-media-multipart:2.29.1,1,121,279,0
8945,org.commonjava.atlas:atlas-identities:1.1.0,1,764,595,0
8946,org.eclipse.jetty:jetty-server:9.4.31.v20200723,1,2379,3996,0
8947,org.netbeans.api:org-netbeans-libs-truffleapi:RELEASE122,1,15,0,0
8948,org.eclipse.che.core:che-core-api-model:7.24.1,1,53,237,0
8949,com.fasterxml.jackson.dataformat:jackson-dataformat-smile:2.10.4,1,578,453,0
8950,org.springframework:spring-core:4.3.4.RELEASE,1,3571,5222,0
8951,org.springframework.security:spring-security-config:4.2.4.RELEASE,1,657,1358,0
8952,com.fasterxml.jackson.dataformat:jackson-dataformat-smile:2.10.0,1,411,453,0
8953,software.amazon.ion:ion-java:1.0.2,1,1480,3807,0
8954,com.aliyun:aliyun-java-sdk-ehpc:1.14.1,1,7986,3854,0
8955,com.vladsch.flexmark:flexmark-util-visitor:0.61.6,1,39,24,0
8956,io.quarkus:quarkus-arc:1.10.3.Final,1,48,114,0
8957,redis.clients:jedis:3.5.1,1,5356,6575,0
8958,org.odpi.egeria:ocf-metadata-handlers:2.2,1,449,639,0
8959,org.eclipse.jetty:jetty-http:9.4.26.v20200117,1,635,942,0
8960,org.odpi.egeria:ocf-metadata-handlers:2.4,1,125,184,0
8961,org.apache.tomcat:tomcat-catalina-ha:9.0.22,1,649,580,0
8962,org.apache.lucene:lucene-analyzers:3.0.0,1,746,733,0
8963,io.netty:netty-buffer:4.1.43.Final,1,760,3859,0
8964,org.digidoc4j.dss:dss-i18n:5.7.d4j.2,1,45,13,0
8965,com.twitter:util-hashing_2.9.2:6.3.8,1,139,1031,0
8966,com.baomidou:mybatis-plus-annotation:3.4.2,1,29,59,0
8967,net.joelinn:quartz-redis-jobstore:1.1.5,1,4609,405,0
8968,com.pragmatickm:pragmatickm-password-servlet:1.7.1,1,416,83,0
8969,com.manydesigns:portofino-jersey:5.2.0,1,3222,1,0
8970,org.typelevel:machinist_2.13:0.6.8,1,59,121,0
8971,org.springframework:spring-jcl:5.1.9.RELEASE,1,42,155,0
8972,com.alibaba:druid:1.1.14,1,7356,22224,0
8973,software.amazon.awssdk:http-client-spi:2.15.39,1,91,527,0
8974,io.opentelemetry.instrumentation:opentelemetry-spring-web-3.1:1.0.1-alpha,1,22,19,0
8975,com.alibaba:druid:1.1.23,1,8204,22822,0
8976,org.glassfish.jersey.containers:jersey-container-servlet:2.29.1,1,56,46,0
8977,com.alibaba:druid:1.1.22,1,8451,22678,0
8978,org.sonatype.gossip:gossip-bootstrap:1.8,1,73,116,0
8979,org.jetbrains.kotlin:kotlin-stdlib-js:1.4.10,1,38,0,0
8980,io.github.m-m-m:mmm-ui-api-form:0.2.0,1,164,27,0
8981,com.fasterxml.jackson.datatype:jackson-datatype-pcollections:2.7.8,1,33,60,0
8982,software.amazon.awssdk:http-client-spi:2.15.34,1,89,527,0
8983,software.amazon.awssdk:http-client-spi:2.15.32,1,81,527,0
8984,pl.tkowalcz.tjahzi:loki-protobuf:0.9.4,1,8234,9120,0
8985,org.apache.plc4x:plc4j-transport-pcap-replay:0.8.0,1,25,14,0
8986,org.apache.cxf:cxf-rt-frontend-simple:3.1.4,1,235,310,0
8987,org.apache.tomcat:tomcat-api:9.0.22,1,36,46,0
8988,io.netty:netty-resolver:4.1.34.Final,1,103,114,0
8989,com.querydsl:querydsl-jpa:4.2.1,1,467,646,0
8990,org.bouncycastle:bcpkix-jdk15on:1.48,1,1023,2610,0
8991,org.bouncycastle:bcpkix-jdk15on:1.47,1,1237,2374,0
8992,org.ow2.petals:petals-jbi:1.4.0,1,41,174,0
8993,io.sundr.examples:codegen-example:0.24.3,1,5026,2149,0
8994,io.quarkus:quarkus-development-mode-spi:1.11.0.Beta2,1,38,40,0
8995,software.amazon.awssdk:http-client-spi:2.15.43,1,89,527,0
8996,org.springframework:spring-messaging:5.2.6.RELEASE,1,1002,3170,0
8997,io.quarkus:quarkus-builder:1.9.2.Final,1,203,285,0
8998,com.github.vbmacher:java-cup:11b-20160615,1,586,608,0
8999,com.sun.jersey:jersey-core:1.18.1,1,1067,2167,0
9000,org.apache.maven:maven-compat:3.0.4,1,1386,1201,0
9001,org.apache.tomcat:tomcat-api:9.0.31,1,45,47,0
9002,org.springframework:spring-context-support:5.2.8.RELEASE,1,385,917,0
9003,io.datarouter:datarouter-nodewatch:0.0.64,1,52,0,0
9004,org.apache.tomcat:tomcat-api:9.0.34,1,24,47,0
9005,org.hibernate:hibernate-core:5.4.17.Final,1,0,0,0
9006,software.amazon.awssdk:netty-nio-client:2.16.16,1,404,2002,0
9007,org.elasticsearch:elasticsearch-x-content:7.7.0,1,444,1154,0
9008,com.google.gwt:gwt-servlet:2.5.1,1,14028,38609,0
9009,jakarta.persistence:jakarta.persistence-api:3.0.0,1,0,0,0
9010,io.grpc:grpc-api:1.26.0,1,478,1288,0
9011,net.jodah:failsafe:2.3.1,1,385,712,0
9012,software.amazon.awssdk:http-client-spi:2.15.50,1,96,527,0
9013,io.liftwizard:liftwizard-named-data-source-factory:0.12.0,1,58,5,0
9014,org.apache.kerby:kerb-client:2.0.0,1,895,512,0
9015,org.seleniumhq.selenium:selenium-ie-driver:3.6.0,1,46,83,0
9016,org.eclipse.jetty:jetty-xml:9.4.19.v20190610,1,333,149,0
9017,org.jasig.portal:uPortal-api-search:5.9.0,1,106,54,0
9018,org.springframework:spring-webmvc:5.2.10.RELEASE,1,2031,4764,0
9019,com.axway.ats.framework.agent:ats-agent-core:4.0.7,1,1411,1509,0
9020,org.typelevel:algebra-laws_native0.4_2.12:2.2.0,1,6868,2885,0
9021,com.alibaba:druid:1.1.12,1,7439,22212,0
9022,org.glassfish.hk2:hk2-utils:3.0.0,1,971,587,0
9023,org.apache.activemq:artemis-commons:2.15.0,1,1878,3397,0
9024,org.openmuc.framework:openmuc-core-spi:0.19.0,1,126,458,0
9025,io.datarouter:datarouter-virtual-node:0.0.64,1,18,0,0
9026,jakarta.transaction:jakarta.transaction-api:2.0.0,1,26,58,0
9027,org.typelevel:spire-util_2.13:0.17.0-M1,1,208,172,0
9028,org.codehaus.jackson:jackson-xc:1.7.1,1,106,102,0
9029,org.springframework:spring-beans:4.3.23.RELEASE,1,2715,2785,0
9030,com.bazaarvoice.emodb:emodb-auth-store:6.3.1,1,3068,179,0
9031,com.google.api:gax-grpc:1.62.0,1,132,604,0
9032,org.springframework.boot:spring-boot-starter-tomcat:2.2.5.RELEASE,1,20,0,0
9033,org.eclipse.jetty:jetty-util:9.4.26.v20200117,1,1927,2886,0
9034,software.amazon.awssdk:http-client-spi:2.15.78,1,105,527,0
9035,org.apache.lucene:lucene-core:6.6.0,1,14629,12246,0
9036,com.github.japgolly.microlibs:recursion_2.13:2.6-RC1,1,3988,965,0
9037,org.apache.kerby:kerby-xdr:2.0.0,1,81,120,0
9038,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.mgt.ui:5.19.30,1,3219,39,0
9039,com.twitter:util-tunable_2.12:20.10.0,1,145,555,0
9040,org.apache.logging.log4j:log4j-slf4j18-impl:2.12.1,1,1036,117,0
9041,io.quarkus:quarkus-development-mode-spi:1.12.2.Final,1,37,69,0
9042,com.squareup.okhttp3:okhttp:3.12.3,1,1429,1657,0
9043,com.squareup.okhttp3:okhttp:3.12.2,1,1373,1657,0
9044,uk.org.webcompere:system-stubs-core:1.0.0,1,582,258,0
9045,org.seleniumhq.selenium:selenium-safari-driver:2.29.0,1,60,63,0
9046,com.squareup.okhttp3:okhttp:3.12.0,1,741,1657,0
9047,org.webjars.npm:turf__destination:6.2.0-alpha.2,1,17,0,0
9048,com.google.auth:google-auth-library-oauth2-http:0.21.1,1,390,567,0
9049,org.http4k:http4k-client-apache:3.269.0,1,2753,29,0
9050,com.squareup.okhttp3:okhttp:3.12.6,1,1485,1658,0
9051,org.apache.camel:camel-core-reifier:3.8.0,1,447,584,0
9052,com.nu-art-software:module-manager:1.2.30,1,399,130,0
9053,io.quarkus:quarkus-bootstrap-app-model:1.9.0.Final,1,95,196,0
9054,io.netty:netty-transport-native-epoll:4.1.24.Final,1,174,945,0
9055,io.quarkiverse.operatorsdk:quarkus-operator-sdk-integration-tests:1.8.0,1,2659,45,0
9056,net.dankito.utils:java-utils:1.0.18,1,0,0,0
9057,com.ea.orbit:orbit-actors-core:0.2.3,1,4806,4530,0
9058,org.apache.camel.quarkus:camel-quarkus-support-commons-logging:1.5.0,1,17,0,0
9059,com.sun.istack:istack-commons-runtime:3.0.10,1,117,151,0
9060,org.springframework:spring-beans:5.1.4.RELEASE,1,2709,3104,0
9061,com.sun.istack:istack-commons-runtime:3.0.11,1,110,151,0
9062,org.apache.plc4x:plc4j-api:0.8.0,1,54,298,0
9063,org.netbeans.modules:org-netbeans-modules-editor-fold-nbui:RELEASE121,1,184,336,0
9064,io.smallrye:smallrye-open-api-core:2.0.14,1,5074,3072,0
9065,org.netbeans.modules:org-netbeans-modules-editor-fold-nbui:RELEASE122,1,169,336,0
9066,org.eclipse.che.core:che-core-api-account:7.27.1,1,38,46,0
9067,org.netbeans.modules:org-netbeans-modules-editor-fold-nbui:RELEASE123,1,343,336,0
9068,org.slf4j:slf4j-jdk14:1.7.21,1,32,55,0
9069,org.bouncycastle:bcpkix-jdk15on:1.52,1,2061,2749,0
9070,com.fasterxml.jackson.module:jackson-module-paranamer:2.8.4,1,179,128,0
9071,org.bouncycastle:bcpkix-jdk15on:1.51,1,1364,2683,0
9072,org.apache.skywalking:telemetry-api:8.4.0,1,51,83,0
9073,org.bouncycastle:bcpkix-jdk15on:1.57,1,1308,3200,0
9074,org.bouncycastle:bcpkix-jdk15on:1.56,1,1641,2939,0
9075,org.bouncycastle:bcpkix-jdk15on:1.55,1,1665,2927,0
9076,org.javassist:javassist:3.24.0-GA,1,2187,4026,0
9077,org.slf4j:slf4j-jdk14:1.7.29,1,94,55,0
9078,org.scala-native:test-interface_native0.3_2.11:0.3.9,1,62,62,0
9079,regexp:regexp:1.3,1,566,127,0
9080,regexp:regexp:1.2,1,278,124,0
9081,org.slf4j:slf4j-jdk14:1.7.25,1,69,55,0
9082,org.bouncycastle:bcpkix-jdk15on:1.59,1,1836,3254,0
9083,org.optaplanner:optaplanner-persistence-xstream:7.51.0.Final,1,43,64,0
9084,org.slf4j:slf4j-jdk14:1.7.26,1,39,55,0
9085,org.bouncycastle:bcpkix-jdk15on:1.58,1,1468,3230,0
9086,org.dizitart:nitrite:3.4.2,1,1331,1536,0
9087,org.eclipse.dirigible:dirigible-repository-api:5.8.4,1,53,159,0
9088,net.java.dev.jna:jna:5.2.0,1,498,939,0
9089,org.springframework:spring-core:2.0.6,1,519,976,0
9090,org.renjin:stats:3.5-beta76,1,0,0,0
9091,org.typelevel:cats-effect_sjs1_3.0.0-M2:2.3.1,1,0,0,0
9092,org.bouncycastle:bcpkix-jdk15on:1.60,1,1180,3269,0
9093,io.projectreactor:reactor-core:3.4.3,1,5147,8667,0
9094,io.projectreactor:reactor-core:3.4.2,1,6667,8609,0
9095,com.google.api.grpc:grpc-google-devtools-cloudtrace-v1:0.1.0,1,394,1213,0
9096,io.projectreactor:reactor-core:3.4.1,1,7273,8611,0
9097,io.projectreactor:reactor-core:3.4.0,1,7149,8579,0
9098,org.jibx:jibx-schema:1.3.3,1,847,1915,0
9099,org.bouncycastle:bcpkix-jdk15on:1.64,1,1785,3609,0
9100,org.slf4j:slf4j-jdk14:1.7.30,1,31,55,0
9101,com.fasterxml.jackson.module:jackson-module-jsonSchema:2.12.1,1,416,473,0
9102,org.bouncycastle:bcpkix-jdk15on:1.61,1,2027,3533,0
9103,org.apache.jclouds.labs:openstack-marconi:2.3.0,1,3535,312,0
9104,org.bouncycastle:bcpkix-jdk15on:1.68,1,1633,3650,0
9105,org.bouncycastle:bcpkix-jdk15on:1.67,1,2079,3649,0
9106,org.bouncycastle:bcpkix-jdk15on:1.66,1,1538,3631,0
9107,org.bouncycastle:bcpkix-jdk15on:1.65,1,2244,3616,0
9108,com.googlecode.json-simple:json-simple:1.1,1,87,108,0
9109,org.apache.activemq:artemis-server:2.6.2,1,4520,10610,0
9110,org.jboss.classfilewriter:jboss-classfilewriter:1.2.4.Final,1,488,650,0
9111,com.vladsch.flexmark:flexmark-util-ast:0.61.6,1,216,492,0
9112,org.apache.activemq:activemq-jms-pool:5.15.11,1,85,311,0
9113,org.apache.uima:uimaj-core:3.1.1,1,9873,12368,0
9114,org.bitbucket.askllc.fermenter.stout:stout-authzforce:2.1.2,1,109,112,0
9115,ai.tock:nlp-api-client:20.9.3,1,141,547,0
9116,com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.1,1,144,121,0
9117,io.opentracing:opentracing-util:0.32.0,1,28,48,0
9118,org.wso2.orbit.javax.xml.bind:jaxb-api:2.3.1.wso2v1,1,0,0,0
9119,org.eclipse.xtext:org.eclipse.xtext.ecore:2.9.0.beta6,1,74,33,0
9120,org.opensaml:opensaml-profile-api:3.3.0,1,34,88,0
9121,org.jline:jline-terminal-jansi:3.16.0,1,117,110,0
9122,org.kie:kie-pmml-models-drools-scorecard-compiler:7.50.0.Final,1,63,35,0
9123,com.google.cloud:google-cloud-firestore:0.30.0-beta,1,4940,722,0
9124,org.netbeans.modules:org-netbeans-modules-favorites:RELEASE121,1,106,206,0
9125,com.fasterxml.jackson.core:jackson-core:2.13.0-rc2,1,2456,2613,0
9126,org.netbeans.external:servlet3.1-jsp2.3-api:RELEASE123,1,353,1161,0
9127,org.junit.jupiter:junit-jupiter-api:5.3.2,1,181,699,0
9128,org.modelmapper:modelmapper:0.7.3,1,0,0,0
9129,org.springframework:spring-web:4.1.5.RELEASE,1,2098,3368,0
9130,org.eclipse.jetty:jetty-continuation:9.4.19.v20190610,1,59,82,0
9131,net.arnx:jsonic:1.2.11,1,1381,686,0
9132,org.springframework:spring-context:4.3.12.RELEASE,1,0,0,0
9133,org.ehcache:ehcache:3.8.1,1,0,0,0
9134,org.netbeans.modules:org-netbeans-modules-favorites:RELEASE123,1,62,206,0
9135,com.fasterxml.woodstox:woodstox-core:5.3.0,1,1412,2755,0
9136,commons-codec.wso2:commons-codec:1.3.0.wso2v1,1,0,0,0
9137,org.eclipse.jetty:jetty-servlet:9.3.29.v20201019,1,566,477,0
9138,com.google.api.grpc:proto-google-common-protos:2.0.1,1,3327,18411,0
9139,org.wso2.carbon:org.wso2.carbon.user.core:4.6.0,1,7855,3244,0
9140,org.wso2.carbon:org.wso2.carbon.user.core:4.6.1,1,10900,3475,0
9141,io.helidon.security.integration:helidon-security-integration-webserver:1.4.8,1,158,491,0
9142,org.digidoc4j.dss:specs-trusted-list:5.7.d4j.2,1,84,367,0
9143,org.fusesource.hawtdispatch:hawtdispatch:1.21,1,419,589,0
9144,javazoom:jlayer:1.0.1,1,2219,484,0
9145,org.scala-native:posixlib_native0.4_2.13:0.4.0,1,486,1793,0
9146,org.netbeans.api:org-netbeans-modules-xml-core:RELEASE123,1,174,349,0
9147,org.netbeans.api:org-netbeans-modules-xml-core:RELEASE122,1,163,349,0
9148,io.cucumber:create-meta:2.0.4,1,172,324,0
9149,org.netbeans.api:org-netbeans-modules-xml-core:RELEASE121,1,124,349,0
9150,org.mybatis:mybatis:3.4.6,1,0,0,0
9151,net.sf.saxon:Saxon-HE:9.5.1-5,1,14990,14945,0
9152,org.apache.maven.plugin-tools:maven-plugin-annotations:3.5.2,1,27,40,0
9153,com.typesafe.play:play-json_2.11:2.5.4,1,570,3037,0
9154,org.digidoc4j.dss:dss-simple-certificate-report-jaxb:5.7.d4j.2,1,51,172,0
9155,org.codelibs.fesen.lib:fesen-core:0.10.0,1,1248,278,0
9156,org.jasig.portal:uPortal-hibernate4-dialects:5.9.0,1,27,12,0
9157,org.eclipse.persistence:org.eclipse.persistence.sdo:2.7.4,1,1102,1808,0
9158,org.springframework.boot:spring-boot:2.1.13.RELEASE,1,2674,4964,0
9159,com.github.jnr:jffi:1.2.9,1,291,1174,0
9160,org.json:json:20190722,1,202,314,0
9161,org.glassfish.hk2:hk2-utils:2.6.1,1,248,587,0
9162,javax.validation:validation-api:2.0.1.Final,1,0,0,0
9163,org.apache.lucene:lucene-spatial3d:8.6.2,1,993,1319,0
9164,org.springframework:spring-web:4.3.22.RELEASE,1,1335,3946,0
9165,org.awaitility:awaitility:4.0.3,1,398,570,0
9166,org.openscience.cdk:cdk-render:1.5.14,1,95,131,0
9167,org.codehaus.plexus:plexus-io:2.0.2,1,146,384,0
9168,org.eclipse.jetty:jetty-continuation:9.4.11.v20180605,1,49,82,0
9169,org.apache.directory.api:api-util:1.0.0-M20,1,250,371,0
9170,com.typesafe:ssl-config-core_2.12:0.4.2,1,529,2844,0
9171,org.eclipse.kapua:kapua-commons:1.3.1,1,5295,1383,0
9172,org.springframework.boot:spring-boot-starter-reactor-netty:2.4.3,1,22,0,0
9173,org.eclipse.kapua:kapua-commons:1.3.0,1,3288,1383,0
9174,org.scala-js:scalajs-test-interface_2.12:1.3.1,1,47,115,0
9175,io.grpc:grpc-kotlin-stub:0.1.5,1,0,0,0
9176,com.ongres.stringprep:saslprep:1.1,1,33,2,0
9177,io.ktor:ktor-client-cio-jvm:1.5.1,1,0,0,0
9178,org.apache.camel:camel-ref:3.4.5,1,32,18,0
9179,org.apache.camel:camel-ref:3.4.4,1,35,18,0
9180,io.youi:youi-core_2.12:0.13.20,1,2030,8260,0
9181,de.averbis.textanalysis:ehr-information-typesystem:2.38.0,1,60,56,0
9182,org.springframework:spring-context:5.2.8.RELEASE,1,0,0,0
9183,org.json:json:20151123,1,190,228,0
9184,com.lightbend.akka:akka-stream-alpakka-orientdb_2.12:2.0.2,1,3566,282,0
9185,co.cask.common:common-lang:0.7.1,1,87,62,0
9186,org.kie:kie-pmml-models-mining-evaluator:7.51.0.Final,1,40,29,0
9187,org.jetbrains.kotlinx:atomicfu-jvm:0.14.4,1,125,198,0
9188,net.shibboleth.utilities:java-support:7.3.0,1,324,1143,0
9189,com.soywiz.korlibs.kds:kds-tvosx64:2.0.9,1,2237,0,0
9190,software.amazon.awscdk:cloudformation:1.89.0,1,159,584,0
9191,org.bremersee:common-xml:2.2.0,1,229,580,0
9192,org.eclipse.jdt:org.eclipse.jdt.core:3.26.0,1,34861,31435,0
9193,io.airlift:json:0.193,1,60,106,0
9194,org.onosproject:onlab-misc:1.7.1,1,1589,2159,0
9195,io.quarkus:quarkus-security-runtime-spi:1.8.0.Final,1,17,2,0
9196,org.terracotta:angela-agent-lib:3.1.17,1,128,226,0
9197,org.jibx.config.3rdparty.org.eclipse:org.eclipse.core.contenttype:3.4.100.v20110423-0524,1,323,408,0
9198,org.antlr:antlr4-annotations:4.2.2,1,57,17,0
9199,io.quarkus:quarkus-resteasy-server-common:1.12.2.Final,1,32,10,0
9200,io.dropwizard:dropwizard-jetty:1.3.27,1,75,293,0
